Time	Species	Cell	State	Experiment	Dish	Plate	Well	ID
48	Human	A	ALE	7	17	1	F7	ALE.A.7.17.1.F7
48	Human	A	ALE	7	18	1	F8	ALE.A.7.18.1.F8
48	Human	A	ALE	8	13	1	G10	ALE.A.8.13.1.G10
