Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	DTP.A.7.9.1.E11	DTP.A.7.10.1.E12	DTP.A.8.5.1.G3	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	DTP.A.7.9.1.E11.Norm	DTP.A.7.10.1.E12.Norm	DTP.A.8.5.1.G3.Norm
ABCB7	16	21	21	14	21	22	9	19	13	22	14	16	19	42	12	15	10.8733687936642	15.8311759531374	15.1595506001378	11.1314784445778	19.8880830444507	15.8698133741359	13.8227988488656	14.3421642263453	10.6957271213115	11.5936141998994	12.5156402811536	14.7392245475159	13.1751118014182	19.0973756964485	12.8194415698765	14.1371170808144
ABCB8	6	5	3	2	1	1	0	3	5	4	1	3	3	6	3	1	4.07751329762407	3.76932760788985	2.16565008573396	1.59021120636825	0.94705157354527	0.721355153369812	0	2.26455224626505	4.11374120050443	2.10792985452716	0.893974305796684	2.76360460265924	2.08028081075024	2.72819652806407	3.20486039246912	0.942474472054291
ABCC1	21	21	19	29	12	18	14	18	28	30	27	13	19	48	14	9	14.2712965416842	15.8311759531374	13.7157838763151	23.0580624923396	11.3646188825432	12.9843927606566	21.5021315426798	13.5873134775903	23.0369507228248	15.8094739089537	24.1373062565105	11.9756199448567	13.1751118014182	21.8255722245126	14.9560151648559	8.48227024848862
ABCC10	4	4	2	8	4	6	5	5	7	7	3	3	3	17	7	7	2.71834219841605	3.01546208631188	1.44376672382264	6.360844825473	3.78820629418108	4.32813092021887	7.67933269381422	3.77425374377508	5.7592376807062	3.68887724542252	2.68192291739005	2.76360460265924	2.08028081075024	7.72989016284821	7.47800758242795	6.59732130438004
ABCC13	0	3	0	2	1	1	0	1	0	2	1	1	0	2	0	1	0	2.26159656473391	0	1.59021120636825	0.94705157354527	0.721355153369812	0	0.754850748755015	0	1.05396492726358	0.893974305796684	0.921201534219746	0	0.909398842688024	0	0.942474472054291
ABCC3	3	3	4	5	2	1	0	4	1	4	3	4	4	7	5	3	2.03875664881204	2.26159656473391	2.88753344764529	3.97552801592063	1.89410314709054	0.721355153369812	0	3.01940299502006	0.822748240100886	2.10792985452716	2.68192291739005	3.68480613687898	2.77370774766699	3.18289594940809	5.34143398744853	2.82742341616287
ABCC4	12	6	9	7	4	8	2	16	10	12	5	7	9	13	4	7	8.15502659524814	4.52319312946782	6.49695025720189	5.56573922228888	3.78820629418108	5.7708412269585	3.07173307752569	12.0776119800802	8.22748240100886	6.32378956358147	4.46987152898342	6.44841073953822	6.24084243225073	5.91109247747216	4.27314718995883	6.59732130438004
ABCC5	7	8	11	8	11	12	5	13	11	19	8	12	24	24	5	17	4.75709884722808	6.03092417262377	7.94071698102454	6.360844825473	10.417567308998	8.65626184043774	7.67933269381422	9.8130597338152	9.05023064110974	10.012666809004	7.15179444637347	11.054418410637	16.6422464860019	10.9127861122563	5.34143398744853	16.0220660249229
ABCC9	2	3	1	2	1	1	0	3	1	1	1	0	2	3	1	1	1.35917109920802	2.26159656473391	0.721883361911321	1.59021120636825	0.94705157354527	0.721355153369812	0	2.26455224626505	0.822748240100886	0.526982463631789	0.893974305796684	0	1.3868538738335	1.36409826403204	1.06828679748971	0.942474472054291
ABCD3	37	35	40	29	27	25	16	33	28	57	26	32	25	39	21	19	25.1446653353484	26.385293255229	28.8753344764529	23.0580624923396	25.5703924857223	18.0338788342453	24.5738646202055	24.9100747089155	23.0369507228248	30.038000427012	23.2433319507138	29.4784490950319	17.3356734229187	17.7332774324165	22.4340227472838	17.9070149690315
ABCD4	11	16	11	19	9	16	3	13	15	26	6	12	15	22	6	13	7.47544104564413	12.0618483452475	7.94071698102454	15.1070064604984	8.52346416190743	11.541682453917	4.60759961628853	9.8130597338152	12.3412236015133	13.7015440544265	5.36384583478011	11.054418410637	10.4014040537512	10.0033872695683	6.40972078493824	12.2521681367058
ABCE1	98	85	90	90	88	108	41	89	90	110	65	76	109	142	68	74	66.5993838611932	64.0785693341275	64.9695025720189	71.5595042865713	83.3405384719838	77.9063565639397	62.9705280892766	67.1817166391964	74.0473416090797	57.9680709994968	58.1083298767845	70.0113166007007	75.5835361239255	64.5673178308497	72.6435022293	69.7431109320175
ABCF1	131	117	119	87	77	117	45	121	115	190	95	92	117	184	56	85	89.0257069981255	88.2022660246226	85.9041200674473	69.1741874770189	72.9229711629858	84.398552944268	69.113994244328	91.3369405993569	94.6160476116019	100.12666809004	84.927559050685	84.7505411482166	81.1309516192595	83.6646935272983	59.8240606594236	80.1103301246147
ABCF2	47	38	51	48	55	56	26	70	45	85	31	43	56	87	37	60	31.9405208313886	28.6468898199629	36.8160514574774	38.165068952838	52.0878365449899	40.3958885887095	39.9325300078339	52.8395524128511	37.0236708045399	44.7935094087021	27.7132034796972	39.6116659714491	38.8319084673379	39.5588496569291	39.5266115071191	56.5484683232574
ABCF3	18	20	11	8	12	10	5	11	15	20	22	7	25	22	8	10	12.2325398928722	15.0773104315594	7.94071698102454	6.360844825473	11.3646188825432	7.21355153369812	7.67933269381422	8.30335823630517	12.3412236015133	10.5396492726358	19.6674347275271	6.44841073953822	17.3356734229187	10.0033872695683	8.54629437991765	9.42474472054291
ABCG1	1	1	2	1	3	7	3	4	5	5	0	3	4	4	2	5	0.679585549604012	0.753865521577971	1.44376672382264	0.795105603184125	2.84115472063581	5.04948607358869	4.60759961628853	3.01940299502006	4.11374120050443	2.63491231815895	0	2.76360460265924	2.77370774766699	1.81879768537605	2.13657359497941	4.71237236027145
ABCG2	0	0	1	0	2	0	0	0	0	2	0	0	1	0	1	1	0	0	0.721883361911321	0	1.89410314709054	0	0	0	0	1.05396492726358	0	0	0.693426936916748	0	1.06828679748971	0.942474472054291
ABHD10	27	28	23	15	16	27	6	26	12	26	17	13	19	20	10	14	18.3488098393083	21.1082346041832	16.6033173239604	11.9265840477619	15.1528251767243	19.4765891409849	9.21519923257706	19.6261194676304	9.87297888121063	13.7015440544265	15.1975631985436	11.9756199448567	13.1751118014182	9.09398842688024	10.6828679748971	13.1946426087601
ABHD11	3	6	9	4	5	4	2	7	9	12	5	4	12	12	3	5	2.03875664881204	4.52319312946782	6.49695025720189	3.1804224127365	4.73525786772635	2.88542061347925	3.07173307752569	5.28395524128511	7.40473416090797	6.32378956358147	4.46987152898342	3.68480613687898	8.32112324300097	5.45639305612815	3.20486039246912	4.71237236027145
ABHD12	9	1	6	2	6	5	1	3	7	3	8	4	7	10	8	1	6.11626994643611	0.753865521577971	4.33130017146793	1.59021120636825	5.68230944127162	3.60677576684906	1.53586653876284	2.26455224626505	5.7592376807062	1.58094739089537	7.15179444637347	3.68480613687898	4.85398855841723	4.54699421344012	8.54629437991765	0.942474472054291
ABHD13	30	15	35	23	18	30	16	25	24	25	19	16	28	41	17	17	20.3875664881204	11.3079828236696	25.2659176668963	18.2874288732349	17.0469283238149	21.6406546010944	24.5738646202055	18.8712687188754	19.7459577624213	13.1745615907947	16.985511810137	14.7392245475159	19.4159542336689	18.6426762751045	18.160875557325	16.0220660249229
ABHD14A	10	3	4	5	3	6	1	4	4	3	3	1	4	6	1	1	6.79585549604012	2.26159656473391	2.88753344764529	3.97552801592063	2.84115472063581	4.32813092021887	1.53586653876284	3.01940299502006	3.29099296040354	1.58094739089537	2.68192291739005	0.921201534219746	2.77370774766699	2.72819652806407	1.06828679748971	0.942474472054291
ABHD14B	11	14	13	16	10	20	6	10	15	21	7	6	15	22	8	13	7.47544104564413	10.5541173020916	9.38448370484718	12.721689650946	9.4705157354527	14.4271030673962	9.21519923257706	7.54850748755015	12.3412236015133	11.0666317362676	6.25782014057679	5.52720920531848	10.4014040537512	10.0033872695683	8.54629437991765	12.2521681367058
ABHD15	12	15	4	8	5	11	2	10	13	16	4	12	9	16	11	5	8.15502659524814	11.3079828236696	2.88753344764529	6.360844825473	4.73525786772635	7.93490668706793	3.07173307752569	7.54850748755015	10.6957271213115	8.43171941810863	3.57589722318674	11.054418410637	6.24084243225073	7.2751907415042	11.7511547723868	4.71237236027145
ABHD16A	4	9	6	13	9	13	4	12	9	18	5	5	16	17	9	8	2.71834219841605	6.78478969420174	4.33130017146793	10.3363728413936	8.52346416190743	9.37761699380756	6.14346615505137	9.05820898506018	7.40473416090797	9.4856843453722	4.46987152898342	4.60600767109873	11.094830990668	7.72989016284821	9.61458117740736	7.53979577643433
ABHD17A	5	3	6	6	5	11	4	9	4	12	7	5	8	9	5	3	3.39792774802006	2.26159656473391	4.33130017146793	4.77063361910475	4.73525786772635	7.93490668706793	6.14346615505137	6.79365673879514	3.29099296040354	6.32378956358147	6.25782014057679	4.60600767109873	5.54741549533398	4.09229479209611	5.34143398744853	2.82742341616287
ABHD17B	4	7	5	4	4	5	1	4	7	11	1	3	6	7	3	3	2.71834219841605	5.2770586510458	3.60941680955661	3.1804224127365	3.78820629418108	3.60677576684906	1.53586653876284	3.01940299502006	5.7592376807062	5.79680709994968	0.893974305796684	2.76360460265924	4.16056162150049	3.18289594940809	3.20486039246912	2.82742341616287
ABHD17C	10	1	10	6	5	9	3	7	3	7	10	11	10	11	5	6	6.79585549604012	0.753865521577971	7.21883361911321	4.77063361910475	4.73525786772635	6.49219638032831	4.60759961628853	5.28395524128511	2.46824472030266	3.68887724542252	8.93974305796684	10.1332168764172	6.93426936916747	5.00169363478413	5.34143398744853	5.65484683232574
ABHD2	20	21	14	13	14	15	18	15	21	25	23	10	24	37	16	20	13.5917109920802	15.8311759531374	10.1063670667585	10.3363728413936	13.2587220296338	10.8203273005472	27.6455976977312	11.3227612313252	17.2777130421186	13.1745615907947	20.5614090333237	9.21201534219746	16.6422464860019	16.8238785897285	17.0925887598353	18.8494894410858
ABHD4	74	67	94	71	59	89	27	88	68	123	72	54	103	126	51	79	50.2893306706969	50.508989945724	67.8570360196642	56.4524978260729	55.8760428391709	64.2006086499133	41.4683965465968	66.4268658904413	55.9468803268602	64.8188430267101	64.3661500173613	49.7448828478663	71.422974502425	57.2921270893455	54.482626671975	74.455483292289
ABHD5	22	28	27	19	15	31	13	21	25	18	22	14	29	48	8	24	14.9508820912883	21.1082346041832	19.4908507716057	15.1070064604984	14.2057736031791	22.3620097544642	19.966265003917	15.8518657238553	20.5687060025221	9.4856843453722	19.6674347275271	12.8968214790764	20.1093811705857	21.8255722245126	8.54629437991765	22.619387329303
ABHD6	7	2	1	5	3	1	3	2	2	2	2	3	4	1	2	1	4.75709884722808	1.50773104315594	0.721883361911321	3.97552801592063	2.84115472063581	0.721355153369812	4.60759961628853	1.50970149751003	1.64549648020177	1.05396492726358	1.78794861159337	2.76360460265924	2.77370774766699	0.454699421344012	2.13657359497941	0.942474472054291
ABHD8	3	0	3	3	1	2	1	4	1	0	1	2	0	2	0	0	2.03875664881204	0	2.16565008573396	2.38531680955238	0.94705157354527	1.44271030673962	1.53586653876284	3.01940299502006	0.822748240100886	0	0.893974305796684	1.84240306843949	0	0.909398842688024	0	0
ABI1	60	60	54	69	52	57	28	54	56	96	42	41	73	101	50	44	40.7751329762407	45.2319312946782	38.9817015432114	54.8622866197046	49.2466818243541	41.1172437420793	43.0042630853596	40.7619404327708	46.0739014456496	50.5903165086518	37.5469208434607	37.7692629030096	50.6201663949226	45.9246415557452	53.4143398744853	41.4688767703888
ABI2	43	26	31	33	21	26	16	38	27	53	26	16	32	51	21	23	29.2221786329725	19.6005035610272	22.378384219251	26.2384849050761	19.8880830444507	18.7552339876151	24.5738646202055	28.6843284526906	22.2142024827239	27.9300705724848	23.2433319507138	14.7392245475159	22.1896619813359	23.1896704885446	22.4340227472838	21.6769128572487
ABI3BP	87	92	85	69	65	78	35	95	80	128	53	67	111	162	63	87	59.123942815549	69.3556279851733	61.3600857624623	54.8622866197046	61.5583522804426	56.2657019628453	53.7553288566995	71.7108211317265	65.8198592080709	67.453755344869	47.3806382072243	61.720502792723	76.970389997759	73.66130625773	67.3020682418515	81.9952790687233
ABL1	14	17	15	20	11	14	5	14	17	15	10	7	15	23	9	7	9.51419769445616	12.8157138668255	10.8282504286698	15.9021120636825	10.417567308998	10.0989721471774	7.67933269381422	10.5679104825702	13.9867200817151	7.90473695447684	8.93974305796684	6.44841073953822	10.4014040537512	10.4580866909123	9.61458117740736	6.59732130438004
ABL2	43	25	25	22	19	27	16	22	20	44	17	30	24	60	24	18	29.2221786329725	18.8466380394493	18.047084047783	17.4923232700508	17.9939798973601	19.4765891409849	24.5738646202055	16.6067164726103	16.4549648020177	23.1872283997987	15.1975631985436	27.6360460265924	16.6422464860019	27.2819652806407	25.638883139753	16.9645404969772
ABLIM1	120	92	96	109	60	98	47	105	74	165	68	58	105	177	73	74	81.5502659524814	69.3556279851733	69.3008027434869	86.6665107470697	56.8230944127162	70.6928050302416	72.1857273218536	79.2593286192766	60.8833697674656	86.9521064992452	60.7902527941745	53.4296889847453	72.8098283762585	80.4817975778902	77.9849362167486	69.7431109320175
ABLIM3	12	15	16	13	6	15	5	19	17	28	10	12	19	25	18	14	8.15502659524814	11.3079828236696	11.5501337905811	10.3363728413936	5.68230944127162	10.8203273005472	7.67933269381422	14.3421642263453	13.9867200817151	14.7555089816901	8.93974305796684	11.054418410637	13.1751118014182	11.3674855336003	19.2291623548147	13.1946426087601
