Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	DTP.A.7.9.1.E11	DTP.A.7.10.1.E12	DTP.A.8.5.1.G3	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	DTP.A.7.9.1.E11.Norm	DTP.A.7.10.1.E12.Norm	DTP.A.8.5.1.G3.Norm
AMPD3	0	1	1	0	1	2	1	1	0	0	2	0	1	2	0	2	0	0.753865521577971	0.721883361911321	0	0.94705157354527	1.44271030673962	1.53586653876284	0.754850748755015	0	0	1.78794861159337	0	0.693426936916748	0.909398842688024	0	1.88494894410858
AMT	1	0	0	0	0	0	0	2	2	2	0	1	0	3	1	0	0.679585549604012	0	0	0	0	0	0	1.50970149751003	1.64549648020177	1.05396492726358	0	0.921201534219746	0	1.36409826403204	1.06828679748971	0
AMY2B	2	1	1	1	1	1	1	1	0	3	0	0	3	1	2	1	1.35917109920802	0.753865521577971	0.721883361911321	0.795105603184125	0.94705157354527	0.721355153369812	1.53586653876284	0.754850748755015	0	1.58094739089537	0	0	2.08028081075024	0.454699421344012	2.13657359497941	0.942474472054291
AMZ1	2	2	0	0	0	0	0	0	0	3	2	0	1	1	0	0	1.35917109920802	1.50773104315594	0	0	0	0	0	0	0	1.58094739089537	1.78794861159337	0	0.693426936916748	0.454699421344012	0	0
AMZ2	94	88	125	111	109	129	40	96	91	158	99	111	147	182	84	127	63.8810416627771	66.3401658988614	90.2354202389152	88.2567219534379	103.228621516434	93.0548147847058	61.4346615505137	72.4656718804815	74.8700898491806	83.2632292538227	88.5034562738717	102.253370298392	101.933759726762	82.7552946846102	89.7360909891353	119.694257950895
AMZ2P1	31	34	51	46	50	55	23	38	38	40	49	38	83	82	38	41	21.0671520377244	25.631427733651	36.8160514574774	36.5748577464698	47.3525786772635	39.6745334353397	35.3249303915454	28.6843284526906	31.2644331238337	21.0792985452716	43.8047409840375	35.0056583003503	57.55443576409	37.285352550209	40.5948983046088	38.6414533542259
ANAPC1	7	11	11	8	7	5	2	7	6	11	9	7	7	8	6	5	4.75709884722808	8.29252073735768	7.94071698102454	6.360844825473	6.62936101481689	3.60677576684906	3.07173307752569	5.28395524128511	4.93648944060531	5.79680709994968	8.04576875217016	6.44841073953822	4.85398855841723	3.6375953707521	6.40972078493824	4.71237236027145
ANAPC10	52	49	55	42	44	64	17	42	42	61	40	33	50	79	35	48	35.3384485794086	36.9394105573206	39.7035849051227	33.3944353337333	41.6702692359919	46.166729815668	26.1097311589683	31.7037314477106	34.5554260842372	32.1459302815391	35.7589722318674	30.3996506292516	34.6713468458374	35.921254286177	37.3900379121397	45.238774658606
ANAPC11	726	680	769	599	619	823	334	652	658	1041	571	624	808	1194	521	625	493.379109012513	512.62855467302	555.128305309806	476.268256307291	586.224924024522	593.675291223355	512.97942394679	492.16268818827	541.368341986383	548.588744640693	510.459328609907	574.829757353121	560.288965028732	542.911109084751	556.577421492137	589.046545033932
ANAPC13	206	174	205	174	198	244	79	155	150	291	160	128	241	307	144	188	139.994623218426	131.172600754567	147.986089191821	138.348374954038	187.516211561964	176.010657422234	121.333456562265	117.001866057027	123.412236015133	153.351896916851	143.035888927469	117.913796380127	167.115891796936	139.592722352612	153.833298838518	177.185200746207
ANAPC15	24	23	25	14	21	23	10	18	18	33	10	23	24	32	13	13	16.3100531904963	17.3389069962933	18.047084047783	11.1314784445778	19.8880830444507	16.5911685275057	15.3586653876284	13.5873134775903	14.8094683218159	17.390421299849	8.93974305796684	21.1876352870542	16.6422464860019	14.5503814830084	13.8877283673662	12.2521681367058
ANAPC16	287	290	300	290	249	309	105	287	252	367	233	246	390	441	214	215	195.041052736351	218.621001257612	216.565008573396	230.580624923396	235.815841812772	222.898742391272	161.265986570099	216.642164892689	207.332556505423	193.402564152867	208.296013250627	226.615577418057	270.436505397532	200.522444812709	228.613374662797	202.632011491673
ANAPC1P1	1	2	2	0	0	1	0	0	1	2	1	0	0	1	0	0	0.679585549604012	1.50773104315594	1.44376672382264	0	0	0.721355153369812	0	0	0.822748240100886	1.05396492726358	0.893974305796684	0	0	0.454699421344012	0	0
ANAPC4	10	6	13	11	6	15	3	11	6	13	7	6	21	17	12	5	6.79585549604012	4.52319312946782	9.38448370484718	8.74616163502538	5.68230944127162	10.8203273005472	4.60759961628853	8.30335823630517	4.93648944060531	6.85077202721326	6.25782014057679	5.52720920531848	14.5619656752517	7.72989016284821	12.8194415698765	4.71237236027145
ANAPC5	123	114	133	92	114	119	44	104	97	178	80	107	142	197	77	90	83.5890226012935	85.9406694598887	96.0104871342057	73.1497154929395	107.963879384161	85.8412632510076	67.5781277055651	78.5044778705216	79.8065792897859	93.8028785264585	71.5179444637347	98.5685641615128	98.4666250421782	89.5757860047704	82.2580834067074	84.8227024848862
ANAPC7	19	17	18	13	12	13	8	12	13	19	15	12	18	27	7	16	12.9121254424762	12.8157138668255	12.9939005144038	10.3363728413936	11.3646188825432	9.37761699380756	12.2869323101027	9.05820898506018	10.6957271213115	10.012666809004	13.4096145869503	11.054418410637	12.4816848645015	12.2768843762883	7.47800758242795	15.0795915528687
ANG	62	60	78	64	56	92	37	38	63	81	49	74	79	100	57	53	42.1343040754487	45.2319312946782	56.3069022290831	50.886758603784	53.0348881185351	66.3646741100227	56.8270619342252	28.6843284526906	51.8331391263558	42.6855795541749	43.8047409840375	68.1689135322612	54.7807280164231	45.4699421344012	60.8923474569133	49.9511470188774
ANGEL1	3	3	3	4	6	6	1	3	2	2	4	4	2	6	3	0	2.03875664881204	2.26159656473391	2.16565008573396	3.1804224127365	5.68230944127162	4.32813092021887	1.53586653876284	2.26455224626505	1.64549648020177	1.05396492726358	3.57589722318674	3.68480613687898	1.3868538738335	2.72819652806407	3.20486039246912	0
ANGEL2	16	20	19	16	8	17	3	20	17	25	12	10	21	33	15	13	10.8733687936642	15.0773104315594	13.7157838763151	12.721689650946	7.57641258836216	12.2630376072868	4.60759961628853	15.0970149751003	13.9867200817151	13.1745615907947	10.7276916695602	9.21201534219746	14.5619656752517	15.0050809043524	16.0243019623456	12.2521681367058
ANGPT1	82	62	80	83	42	71	27	39	57	56	50	44	54	102	38	63	55.726015067529	46.7396623378342	57.7506689529057	65.9937650642824	39.7761660889014	51.2162158892567	41.4683965465968	29.4391792014456	46.8966496857505	29.5110179633802	44.6987152898342	40.5328675056688	37.4450545935044	46.3793409770892	40.5948983046088	59.3758917394203
ANGPT2	10	4	0	1	3	1	4	7	3	2	4	4	4	10	4	6	6.79585549604012	3.01546208631188	0	0.795105603184125	2.84115472063581	0.721355153369812	6.14346615505137	5.28395524128511	2.46824472030266	1.05396492726358	3.57589722318674	3.68480613687898	2.77370774766699	4.54699421344012	4.27314718995883	5.65484683232574
ANGPTL1	33	27	27	33	23	24	11	38	35	60	21	25	65	62	20	42	22.4263231369324	20.3543690826052	19.4908507716057	26.2384849050761	21.7821861915412	17.3125236808755	16.8945319263913	28.6843284526906	28.796188403531	31.6189478179074	18.7734604217304	23.0300383554936	45.0727508995886	28.1913641233288	21.3657359497941	39.5839278262802
ANGPTL2	15	23	20	7	9	22	13	15	19	18	15	15	22	20	7	12	10.1937832440602	17.3389069962933	14.4376672382264	5.56573922228888	8.52346416190743	15.8698133741359	19.966265003917	11.3227612313252	15.6322165619168	9.4856843453722	13.4096145869503	13.8180230132962	15.2553926121684	9.09398842688024	7.47800758242795	11.3096936646515
ANGPTL4	96	82	102	76	68	87	26	103	102	138	107	91	160	162	52	72	65.2402127619851	61.8169727693936	73.6321029149548	60.4280258419935	64.3995070010784	62.7578983431737	39.9325300078339	77.7496271217666	83.9203204902904	72.7235799811869	95.6552507202452	83.8293396139969	110.94830990668	73.66130625773	55.5509134694647	67.8581619879089
ANK2	15	15	8	12	9	10	4	20	13	15	7	12	15	30	9	11	10.1937832440602	11.3079828236696	5.77506689529057	9.5412672382095	8.52346416190743	7.21355153369812	6.14346615505137	15.0970149751003	10.6957271213115	7.90473695447684	6.25782014057679	11.054418410637	10.4014040537512	13.6409826403204	9.61458117740736	10.3672191925972
ANK3	88	67	70	60	40	53	42	56	47	69	38	29	53	82	45	31	59.803528365153	50.508989945724	50.5318353337925	47.7063361910475	37.8820629418108	38.2318231286	64.5063946280394	42.2716419302809	38.6691672847416	36.3617899905935	33.971023620274	26.7148444923726	36.7516276565876	37.285352550209	48.0729058870368	29.216708633683
ANKAR	5	9	2	4	2	6	1	6	5	1	4	1	3	7	3	6	3.39792774802006	6.78478969420174	1.44376672382264	3.1804224127365	1.89410314709054	4.32813092021887	1.53586653876284	4.52910449253009	4.11374120050443	0.526982463631789	3.57589722318674	0.921201534219746	2.08028081075024	3.18289594940809	3.20486039246912	5.65484683232574
ANKDD1A	1	1	3	0	3	3	0	5	1	6	2	1	1	3	0	3	0.679585549604012	0.753865521577971	2.16565008573396	0	2.84115472063581	2.16406546010944	0	3.77425374377508	0.822748240100886	3.16189478179074	1.78794861159337	0.921201534219746	0.693426936916748	1.36409826403204	0	2.82742341616287
ANKFY1	27	26	24	24	19	22	13	34	25	35	13	16	19	37	21	18	18.3488098393083	19.6005035610272	17.3252006858717	19.082534476419	17.9939798973601	15.8698133741359	19.966265003917	25.6649254576705	20.5687060025221	18.4443862271126	11.6216659753569	14.7392245475159	13.1751118014182	16.8238785897285	22.4340227472838	16.9645404969772
ANKH	54	45	49	36	23	47	27	31	26	40	27	30	36	69	27	17	36.6976196786166	33.9239484710087	35.3722847336548	28.6238017146285	21.7821861915412	33.9036922083812	41.4683965465968	23.4003732114055	21.391454242623	21.0792985452716	24.1373062565105	27.6360460265924	24.9633697290029	31.3742600727368	28.8437435322221	16.0220660249229
ANKHD1	12	7	8	13	5	12	8	9	10	15	8	6	11	19	4	7	8.15502659524814	5.2770586510458	5.77506689529057	10.3363728413936	4.73525786772635	8.65626184043774	12.2869323101027	6.79365673879514	8.22748240100886	7.90473695447684	7.15179444637347	5.52720920531848	7.62769630608422	8.63928900553623	4.27314718995883	6.59732130438004
ANKIB1	46	39	33	31	32	31	16	31	31	58	29	35	28	38	17	25	31.2609352817845	29.4007553415409	23.8221509430736	24.6482736987079	30.3056503534487	22.3620097544642	24.5738646202055	23.4003732114055	25.5051954431275	30.5649828906438	25.9252548681038	32.2420536976911	19.4159542336689	17.2785780110725	18.160875557325	23.5618618013573
ANKLE1	3	2	2	6	4	1	1	7	5	10	1	2	3	9	5	1	2.03875664881204	1.50773104315594	1.44376672382264	4.77063361910475	3.78820629418108	0.721355153369812	1.53586653876284	5.28395524128511	4.11374120050443	5.26982463631789	0.893974305796684	1.84240306843949	2.08028081075024	4.09229479209611	5.34143398744853	0.942474472054291
ANKLE2	30	26	22	16	8	14	6	14	17	21	9	18	13	32	11	9	20.3875664881204	19.6005035610272	15.8814339620491	12.721689650946	7.57641258836216	10.0989721471774	9.21519923257706	10.5679104825702	13.9867200817151	11.0666317362676	8.04576875217016	16.5816276159554	9.01455017991772	14.5503814830084	11.7511547723868	8.48227024848862
ANKMY2	22	20	39	37	19	42	21	35	20	44	31	32	41	62	29	29	14.9508820912883	15.0773104315594	28.1534511145415	29.4189073178126	17.9939798973601	30.2969164415321	32.2531973140197	26.4197762064255	16.4549648020177	23.1872283997987	27.7132034796972	29.4784490950319	28.4305044135866	28.1913641233288	30.9803171272015	27.3317596895744
ANKRA2	32	28	34	37	31	38	9	37	32	41	19	22	47	67	25	31	21.7467375873284	21.1082346041832	24.5440343049849	29.4189073178126	29.3585987799034	27.4114958280529	13.8227988488656	27.9294777039356	26.3279436832283	21.6062810089034	16.985511810137	20.2664337528344	32.5910660350871	30.4648612300488	26.7071699372427	29.216708633683
ANKRD1	204	183	115	90	61	120	60	132	102	182	78	103	165	186	69	118	138.635452119218	137.957390448769	83.016586619802	71.5595042865713	57.7701459862615	86.5626184043775	92.1519923257706	99.640298835662	83.9203204902904	95.9108083809856	69.7299958521414	94.8837580246338	114.415444591263	84.5740923699863	73.7117890267898	111.211987702406
ANKRD10	22	26	20	27	15	24	13	30	29	34	25	13	21	36	9	14	14.9508820912883	19.6005035610272	14.4376672382264	21.4678512859714	14.2057736031791	17.3125236808755	19.966265003917	22.6455224626505	23.8596989629257	17.9174037634808	22.3493576449171	11.9756199448567	14.5619656752517	16.3691791683844	9.61458117740736	13.1946426087601
ANKRD11	361	292	483	310	261	451	230	337	363	495	276	321	463	791	219	394	245.330383407048	220.128732300767	348.669663803168	246.482736987079	247.180460695316	325.331174169785	353.249303915454	254.38470233044	298.657611156622	260.856319497736	246.736908399885	295.705692484538	321.056671792454	359.667242283114	233.954808650246	371.334941989391
ANKRD12	123	112	131	106	105	120	60	139	95	195	111	120	130	228	89	102	83.5890226012935	84.4329384167327	94.5667204103831	84.2811939375173	99.4404152222534	86.5626184043775	92.1519923257706	104.924254076947	78.1610828095842	102.761580408199	99.2311479434319	110.544184106369	90.1455017991772	103.671468066435	95.0775249765839	96.1323961495377
ANKRD13A	26	37	25	34	24	29	10	31	30	40	29	29	22	44	18	27	17.6692242897043	27.8930242983849	18.047084047783	27.0335905082603	22.7292377650865	20.9192994477246	15.3586653876284	23.4003732114055	24.6824472030266	21.0792985452716	25.9252548681038	26.7148444923726	15.2553926121684	20.0067745391365	19.2291623548147	25.4468107454659
ANKRD13B	0	2	1	2	1	1	1	0	0	2	2	0	2	4	0	1	0	1.50773104315594	0.721883361911321	1.59021120636825	0.94705157354527	0.721355153369812	1.53586653876284	0	0	1.05396492726358	1.78794861159337	0	1.3868538738335	1.81879768537605	0	0.942474472054291
ANKRD13C	18	19	13	12	10	15	7	16	18	18	14	17	25	29	9	14	12.2325398928722	14.3234449099814	9.38448370484718	9.5412672382095	9.4705157354527	10.8203273005472	10.7510657713399	12.0776119800802	14.8094683218159	9.4856843453722	12.5156402811536	15.6604260817357	17.3356734229187	13.1862832189764	9.61458117740736	13.1946426087601
ANKRD13D	1	2	0	1	1	3	0	5	1	0	2	2	4	5	1	2	0.679585549604012	1.50773104315594	0	0.795105603184125	0.94705157354527	2.16406546010944	0	3.77425374377508	0.822748240100886	0	1.78794861159337	1.84240306843949	2.77370774766699	2.27349710672006	1.06828679748971	1.88494894410858
ANKRD16	7	5	2	10	1	5	1	3	5	10	6	4	3	8	8	1	4.75709884722808	3.76932760788985	1.44376672382264	7.95105603184125	0.94705157354527	3.60677576684906	1.53586653876284	2.26455224626505	4.11374120050443	5.26982463631789	5.36384583478011	3.68480613687898	2.08028081075024	3.6375953707521	8.54629437991765	0.942474472054291
ANKRD17	63	50	57	50	37	54	12	70	47	58	37	43	30	63	28	32	42.8138896250527	37.6932760788985	41.1473516289453	39.7552801592063	35.040908221175	38.9531782819699	18.4303984651541	52.8395524128511	38.6691672847416	30.5649828906438	33.0770493144773	39.6116659714491	20.8028081075024	28.6460635446728	29.9120303297118	30.1591831057373
ANKRD19P	2	1	2	1	1	2	0	0	2	0	1	0	3	1	3	2	1.35917109920802	0.753865521577971	1.44376672382264	0.795105603184125	0.94705157354527	1.44271030673962	0	0	1.64549648020177	0	0.893974305796684	0	2.08028081075024	0.454699421344012	3.20486039246912	1.88494894410858
ANKRD20A12P	4	6	3	9	5	5	2	3	6	13	4	8	10	7	4	3	2.71834219841605	4.52319312946782	2.16565008573396	7.15595042865713	4.73525786772635	3.60677576684906	3.07173307752569	2.26455224626505	4.93648944060531	6.85077202721326	3.57589722318674	7.36961227375797	6.93426936916747	3.18289594940809	4.27314718995883	2.82742341616287
ANKRD20A19P	1	0	0	0	1	0	0	2	2	0	1	0	1	1	1	0	0.679585549604012	0	0	0	0.94705157354527	0	0	1.50970149751003	1.64549648020177	0	0.893974305796684	0	0.693426936916748	0.454699421344012	1.06828679748971	0
ANKRD20A9P	23	36	23	17	13	18	8	28	27	40	15	22	25	50	19	12	15.6304676408923	27.139158776807	16.6033173239604	13.5167952541301	12.3116704560885	12.9843927606566	12.2869323101027	21.1358209651404	22.2142024827239	21.0792985452716	13.4096145869503	20.2664337528344	17.3356734229187	22.7349710672006	20.2974491523044	11.3096936646515
ANKRD26	34	25	16	15	8	16	3	21	24	25	22	13	21	24	19	13	23.1059086865364	18.8466380394493	11.5501337905811	11.9265840477619	7.57641258836216	11.541682453917	4.60759961628853	15.8518657238553	19.7459577624213	13.1745615907947	19.6674347275271	11.9756199448567	14.5619656752517	10.9127861122563	20.2974491523044	12.2521681367058
ANKRD27	6	3	3	7	3	4	2	5	7	6	2	5	5	5	6	4	4.07751329762407	2.26159656473391	2.16565008573396	5.56573922228888	2.84115472063581	2.88542061347925	3.07173307752569	3.77425374377508	5.7592376807062	3.16189478179074	1.78794861159337	4.60600767109873	3.46713468458374	2.27349710672006	6.40972078493824	3.76989788821716
ANKRD28	13	4	12	14	11	9	8	13	11	25	8	5	12	30	11	14	8.83461214485215	3.01546208631188	8.66260034293586	11.1314784445778	10.417567308998	6.49219638032831	12.2869323101027	9.8130597338152	9.05023064110974	13.1745615907947	7.15179444637347	4.60600767109873	8.32112324300097	13.6409826403204	11.7511547723868	13.1946426087601
ANKRD29	2	2	0	0	1	0	1	0	2	0	0	1	1	2	0	0	1.35917109920802	1.50773104315594	0	0	0.94705157354527	0	1.53586653876284	0	1.64549648020177	0	0	0.921201534219746	0.693426936916748	0.909398842688024	0	0
ANKRD30B	1	0	1	2	0	1	0	0	0	0	2	2	5	2	0	2	0.679585549604012	0	0.721883361911321	1.59021120636825	0	0.721355153369812	0	0	0	0	1.78794861159337	1.84240306843949	3.46713468458374	0.909398842688024	0	1.88494894410858
ANKRD30BP2	3	5	3	3	2	0	1	3	0	4	0	1	3	1	3	0	2.03875664881204	3.76932760788985	2.16565008573396	2.38531680955238	1.89410314709054	0	1.53586653876284	2.26455224626505	0	2.10792985452716	0	0.921201534219746	2.08028081075024	0.454699421344012	3.20486039246912	0
ANKRD32	7	9	7	6	9	9	4	14	14	13	7	8	9	16	4	9	4.75709884722808	6.78478969420174	5.05318353337925	4.77063361910475	8.52346416190743	6.49219638032831	6.14346615505137	10.5679104825702	11.5184753614124	6.85077202721326	6.25782014057679	7.36961227375797	6.24084243225073	7.2751907415042	4.27314718995883	8.48227024848862
ANKRD33B	2	3	4	0	1	3	0	6	3	2	1	3	4	2	2	3	1.35917109920802	2.26159656473391	2.88753344764529	0	0.94705157354527	2.16406546010944	0	4.52910449253009	2.46824472030266	1.05396492726358	0.893974305796684	2.76360460265924	2.77370774766699	0.909398842688024	2.13657359497941	2.82742341616287
ANKRD35	1	1	2	4	2	3	2	4	1	1	2	4	4	9	2	4	0.679585549604012	0.753865521577971	1.44376672382264	3.1804224127365	1.89410314709054	2.16406546010944	3.07173307752569	3.01940299502006	0.822748240100886	0.526982463631789	1.78794861159337	3.68480613687898	2.77370774766699	4.09229479209611	2.13657359497941	3.76989788821716
ANKRD36	44	23	21	20	11	20	8	27	27	33	30	28	20	63	21	31	29.9017641825765	17.3389069962933	15.1595506001378	15.9021120636825	10.417567308998	14.4271030673962	12.2869323101027	20.3809702163854	22.2142024827239	17.390421299849	26.8192291739005	25.7936429581529	13.8685387383349	28.6460635446728	22.4340227472838	29.216708633683
ANKRD36B	42	21	19	11	10	13	10	27	30	35	24	17	25	42	14	15	28.5425930833685	15.8311759531374	13.7157838763151	8.74616163502538	9.4705157354527	9.37761699380756	15.3586653876284	20.3809702163854	24.6824472030266	18.4443862271126	21.4553833391204	15.6604260817357	17.3356734229187	19.0973756964485	14.9560151648559	14.1371170808144
ANKRD36BP1	10	7	12	5	6	4	6	13	5	18	5	14	15	22	8	10	6.79585549604012	5.2770586510458	8.66260034293586	3.97552801592063	5.68230944127162	2.88542061347925	9.21519923257706	9.8130597338152	4.11374120050443	9.4856843453722	4.46987152898342	12.8968214790764	10.4014040537512	10.0033872695683	8.54629437991765	9.42474472054291
ANKRD37	14	8	10	2	3	6	4	12	14	12	4	4	10	12	9	1	9.51419769445616	6.03092417262377	7.21883361911321	1.59021120636825	2.84115472063581	4.32813092021887	6.14346615505137	9.05820898506018	11.5184753614124	6.32378956358147	3.57589722318674	3.68480613687898	6.93426936916747	5.45639305612815	9.61458117740736	0.942474472054291
ANKRD39	14	7	10	7	12	7	3	4	4	12	10	7	11	14	6	9	9.51419769445616	5.2770586510458	7.21883361911321	5.56573922228888	11.3646188825432	5.04948607358869	4.60759961628853	3.01940299502006	3.29099296040354	6.32378956358147	8.93974305796684	6.44841073953822	7.62769630608422	6.36579189881617	6.40972078493824	8.48227024848862
ANKRD40	23	39	35	28	23	40	12	27	30	47	31	22	36	56	17	22	15.6304676408923	29.4007553415409	25.2659176668963	22.2629568891555	21.7821861915412	28.8542061347925	18.4303984651541	20.3809702163854	24.6824472030266	24.7681757906941	27.7132034796972	20.2664337528344	24.9633697290029	25.4631675952647	18.160875557325	20.7344383851944
ANKRD42	5	7	11	5	8	7	5	14	9	10	5	7	6	12	4	5	3.39792774802006	5.2770586510458	7.94071698102454	3.97552801592063	7.57641258836216	5.04948607358869	7.67933269381422	10.5679104825702	7.40473416090797	5.26982463631789	4.46987152898342	6.44841073953822	4.16056162150049	5.45639305612815	4.27314718995883	4.71237236027145
ANKRD44	34	26	17	22	15	21	15	18	20	40	17	14	25	41	21	16	23.1059086865364	19.6005035610272	12.2720171524925	17.4923232700508	14.2057736031791	15.1484582207661	23.0379980814427	13.5873134775903	16.4549648020177	21.0792985452716	15.1975631985436	12.8968214790764	17.3356734229187	18.6426762751045	22.4340227472838	15.0795915528687
ANKRD45	0	3	1	3	1	1	0	1	0	1	1	2	0	4	0	1	0	2.26159656473391	0.721883361911321	2.38531680955238	0.94705157354527	0.721355153369812	0	0.754850748755015	0	0.526982463631789	0.893974305796684	1.84240306843949	0	1.81879768537605	0	0.942474472054291
ANKRD46	21	17	19	24	18	31	5	16	14	17	10	8	13	26	5	8	14.2712965416842	12.8157138668255	13.7157838763151	19.082534476419	17.0469283238149	22.3620097544642	7.67933269381422	12.0776119800802	11.5184753614124	8.95870188174042	8.93974305796684	7.36961227375797	9.01455017991772	11.8221849549443	5.34143398744853	7.53979577643433
ANKRD49	24	27	38	21	25	28	10	29	28	43	10	14	39	41	19	26	16.3100531904963	20.3543690826052	27.4315677526302	16.6972176668666	23.6762893386318	20.1979442943547	15.3586653876284	21.8906717138954	23.0369507228248	22.6602459361669	8.93974305796684	12.8968214790764	27.0436505397532	18.6426762751045	20.2974491523044	24.5043362734116
ANKRD50	29	39	23	25	24	18	21	25	21	51	19	16	15	42	24	12	19.7079809385163	29.4007553415409	16.6033173239604	19.8776400796031	22.7292377650865	12.9843927606566	32.2531973140197	18.8712687188754	17.2777130421186	26.8761056452212	16.985511810137	14.7392245475159	10.4014040537512	19.0973756964485	25.638883139753	11.3096936646515
ANKRD52	1	4	2	4	3	6	4	4	4	4	4	3	3	7	4	2	0.679585549604012	3.01546208631188	1.44376672382264	3.1804224127365	2.84115472063581	4.32813092021887	6.14346615505137	3.01940299502006	3.29099296040354	2.10792985452716	3.57589722318674	2.76360460265924	2.08028081075024	3.18289594940809	4.27314718995883	1.88494894410858
ANKRD54	5	6	11	9	1	5	5	6	5	4	6	2	3	7	4	1	3.39792774802006	4.52319312946782	7.94071698102454	7.15595042865713	0.94705157354527	3.60677576684906	7.67933269381422	4.52910449253009	4.11374120050443	2.10792985452716	5.36384583478011	1.84240306843949	2.08028081075024	3.18289594940809	4.27314718995883	0.942474472054291
ANKRD55	2	0	2	3	0	4	1	2	5	4	1	1	3	8	6	5	1.35917109920802	0	1.44376672382264	2.38531680955238	0	2.88542061347925	1.53586653876284	1.50970149751003	4.11374120050443	2.10792985452716	0.893974305796684	0.921201534219746	2.08028081075024	3.6375953707521	6.40972078493824	4.71237236027145
ANKRD6	17	9	9	13	14	12	6	6	9	12	11	12	9	17	6	4	11.5529543432682	6.78478969420174	6.49695025720189	10.3363728413936	13.2587220296338	8.65626184043774	9.21519923257706	4.52910449253009	7.40473416090797	6.32378956358147	9.83371736376353	11.054418410637	6.24084243225073	7.72989016284821	6.40972078493824	3.76989788821716
ANKRD62	5	4	1	3	0	2	2	8	2	2	6	3	2	10	3	2	3.39792774802006	3.01546208631188	0.721883361911321	2.38531680955238	0	1.44271030673962	3.07173307752569	6.03880599004012	1.64549648020177	1.05396492726358	5.36384583478011	2.76360460265924	1.3868538738335	4.54699421344012	3.20486039246912	1.88494894410858
ANKRD62P1-PARP4P3	5	0	1	0	0	3	0	2	0	0	0	1	0	4	1	0	3.39792774802006	0	0.721883361911321	0	0	2.16406546010944	0	1.50970149751003	0	0	0	0.921201534219746	0	1.81879768537605	1.06828679748971	0
ANKRD7	0	1	1	1	3	2	0	0	0	1	2	0	0	4	1	1	0	0.753865521577971	0.721883361911321	0.795105603184125	2.84115472063581	1.44271030673962	0	0	0	0.526982463631789	1.78794861159337	0	0	1.81879768537605	1.06828679748971	0.942474472054291
ANKS1A	10	0	4	4	2	4	8	6	2	8	5	5	2	4	13	3	6.79585549604012	0	2.88753344764529	3.1804224127365	1.89410314709054	2.88542061347925	12.2869323101027	4.52910449253009	1.64549648020177	4.21585970905431	4.46987152898342	4.60600767109873	1.3868538738335	1.81879768537605	13.8877283673662	2.82742341616287
ANKS3	3	4	6	4	0	3	3	6	8	7	4	3	1	8	2	3	2.03875664881204	3.01546208631188	4.33130017146793	3.1804224127365	0	2.16406546010944	4.60759961628853	4.52910449253009	6.58198592080709	3.68887724542252	3.57589722318674	2.76360460265924	0.693426936916748	3.6375953707521	2.13657359497941	2.82742341616287
ANKS4B	3	5	5	4	5	6	1	2	3	5	4	2	9	12	5	2	2.03875664881204	3.76932760788985	3.60941680955661	3.1804224127365	4.73525786772635	4.32813092021887	1.53586653876284	1.50970149751003	2.46824472030266	2.63491231815895	3.57589722318674	1.84240306843949	6.24084243225073	5.45639305612815	5.34143398744853	1.88494894410858
ANKS6	5	5	4	5	3	5	1	3	7	4	5	4	1	9	4	5	3.39792774802006	3.76932760788985	2.88753344764529	3.97552801592063	2.84115472063581	3.60677576684906	1.53586653876284	2.26455224626505	5.7592376807062	2.10792985452716	4.46987152898342	3.68480613687898	0.693426936916748	4.09229479209611	4.27314718995883	4.71237236027145
ANKZF1	13	8	7	3	1	4	4	8	9	10	1	5	7	10	3	6	8.83461214485215	6.03092417262377	5.05318353337925	2.38531680955238	0.94705157354527	2.88542061347925	6.14346615505137	6.03880599004012	7.40473416090797	5.26982463631789	0.893974305796684	4.60600767109873	4.85398855841723	4.54699421344012	3.20486039246912	5.65484683232574
ANLN	1	1	2	1	2	1	1	4	4	4	0	2	2	4	0	1	0.679585549604012	0.753865521577971	1.44376672382264	0.795105603184125	1.89410314709054	0.721355153369812	1.53586653876284	3.01940299502006	3.29099296040354	2.10792985452716	0	1.84240306843949	1.3868538738335	1.81879768537605	0	0.942474472054291
