Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	ALE.A.7.17.1.F7.Norm	ALE.A.7.18.1.F8.Norm	ALE.A.8.13.1.G10.Norm
HSBP1L1	6	6	4	6	3	11	4	3	10	10	11	10	9	4	13	8	4.07122925552547	4.43658999962372	2.85394537957277	4.78634854963124	2.85487944796848	7.86327532190458	6.15185206607086	2.23458714074935	8.25544024514814	5.28194855531002	9.81289137685808	9.20260318091203	6.23121735756178	4.96013910292126	17.5381681068237	5.95514727475534
HSCB	22	14	24	16	17	26	12	20	15	22	13	18	21	10	7	22	14.9278406035934	10.3520433324554	17.1236722774366	12.76359613235	16.1776502051547	18.5859234881381	18.4555561982126	14.8972476049956	12.3831603677222	11.620286821682	11.5970534453777	16.5646857256417	14.5395071676442	12.4003477573031	9.44362898059736	16.3766550055772
HSD11B1	6	2	5	5	5	3	1	1	2	3	5	6	5	5	2	4	4.07122925552547	1.47886333320791	3.56743172446596	3.98862379135937	4.75813241328081	2.1445296332467	1.53796301651771	0.744862380249782	1.65108804902963	1.58458456659301	4.46040517129913	5.52156190854722	3.46178742086766	6.20017387865157	2.6981797087421	2.97757363737767
HSD11B1L	3	1	6	4	2	5	3	3	6	5	5	5	2	2	3	5	2.03561462776274	0.739431666603954	4.28091806935916	3.19089903308749	1.90325296531232	3.57421605541117	4.61388904955314	2.23458714074935	4.95326414708888	2.64097427765501	4.46040517129913	4.60130159045602	1.38471496834706	2.48006955146063	4.04726956311315	3.72196704672209
HSD17B1	3	1	7	1	1	3	2	3	2	3	0	1	2	1	4	1	2.03561462776274	0.739431666603954	4.99440441425235	0.797724758271873	0.951626482656161	2.1445296332467	3.07592603303543	2.23458714074935	1.65108804902963	1.58458456659301	0	0.920260318091203	1.38471496834706	1.24003477573031	5.3963594174842	0.744393409344418
HSD17B10	35	27	29	25	11	28	15	27	15	32	20	12	35	17	19	26	23.7488373238986	19.9646549983067	20.6911040019026	19.9431189567968	10.4678913092178	20.0156099103026	23.0694452477657	20.1112842667441	12.3831603677222	16.9022353769921	17.8416206851965	11.0431238170944	24.2325119460736	21.0805911874153	25.63270723305	19.3542286429549
HSD17B11	42	32	65	39	50	61	29	34	34	61	39	39	78	29	26	62	28.4986047886783	23.6618133313265	46.3766124180575	31.1112655726031	47.5813241328081	43.6054358760163	44.6009274790137	25.3253209284926	28.0684968335037	32.2198861873911	34.7911603361332	35.8901524055569	54.0038837655354	35.9610084961791	35.0763362136473	46.1523913793539
HSD17B12	40	49	33	49	29	48	15	45	35	57	24	34	48	25	23	32	27.1415283701698	36.2321516635937	23.5450493814754	39.0885131553218	27.5971679970287	34.3124741319473	23.0694452477657	33.5188071112402	28.8940408580185	30.1071067652671	21.4099448222358	31.2888508151009	33.2331592403295	31.0008693932578	31.0290666505342	23.8205890990214
HSD17B13	5	5	6	7	2	7	8	3	2	12	4	6	4	4	2	5	3.39269104627123	3.69715833301977	4.28091806935916	5.58407330790311	1.90325296531232	5.00390247757564	12.3037041321417	2.23458714074935	1.65108804902963	6.33833826637202	3.5683241370393	5.52156190854722	2.76942993669413	4.96013910292126	2.6981797087421	3.72196704672209
HSD17B14	0	0	1	1	1	4	1	0	1	2	2	0	2	0	0	4	0	0	0.713486344893193	0.797724758271873	0.951626482656161	2.85937284432894	1.53796301651771	0	0.825544024514814	1.056389711062	1.78416206851965	0	1.38471496834706	0	0	2.97757363737767
HSD17B4	58	64	73	63	56	63	21	68	67	68	58	45	66	26	36	45	39.3552161367462	47.323626662653	52.0845031772031	50.256659771128	53.291083028745	45.0351222981808	32.297223346872	50.6506418569852	55.3114496424925	35.9172501761081	51.7406999870699	41.4117143141042	45.6955939554531	32.2409041689882	48.5672347573578	33.4977034204988
HSD17B6	12	2	5	6	2	8	3	6	5	8	4	2	8	4	8	8	8.14245851105094	1.47886333320791	3.56743172446596	4.78634854963124	1.90325296531232	5.71874568865788	4.61388904955314	4.46917428149869	4.12772012257407	4.22555884424801	3.5683241370393	1.84052063618241	5.53885987338825	4.96013910292126	10.7927188349684	5.95514727475534
HSD17B7	7	7	7	6	3	11	4	5	6	6	3	5	2	9	6	4	4.74976746477972	5.17602166622768	4.99440441425235	4.78634854963124	2.85487944796848	7.86327532190458	6.15185206607086	3.72431190124891	4.95326414708888	3.16916913318601	2.67624310277948	4.60130159045602	1.38471496834706	11.1603129815728	8.09453912622631	2.97757363737767
HSD17B7P2	3	0	3	1	0	3	2	5	0	1	0	3	2	0	1	2	2.03561462776274	0	2.14045903467958	0.797724758271873	0	2.1445296332467	3.07592603303543	3.72431190124891	0	0.528194855531002	0	2.76078095427361	1.38471496834706	0	1.34908985437105	1.48878681868884
HSD17B8	4	2	2	2	1	2	0	1	2	2	2	3	2	2	1	0	2.71415283701698	1.47886333320791	1.42697268978639	1.59544951654375	0.951626482656161	1.42968642216447	0	0.744862380249782	1.65108804902963	1.056389711062	1.78416206851965	2.76078095427361	1.38471496834706	2.48006955146063	1.34908985437105	0
HSD3B7	4	3	2	2	0	2	2	2	3	3	2	0	0	1	1	1	2.71415283701698	2.21829499981186	1.42697268978639	1.59544951654375	0	1.42968642216447	3.07592603303543	1.48972476049956	2.47663207354444	1.58458456659301	1.78416206851965	0	0	1.24003477573031	1.34908985437105	0.744393409344418
HSD3BP4	7	4	1	2	1	1	0	3	1	4	1	0	3	4	0	4	4.74976746477972	2.95772666641581	0.713486344893193	1.59544951654375	0.951626482656161	0.714843211082234	0	2.23458714074935	0.825544024514814	2.11277942212401	0.892081034259825	0	2.07707245252059	4.96013910292126	0	2.97757363737767
HSDL1	13	9	9	5	4	6	2	11	8	13	16	9	7	9	6	12	8.82099672030519	6.65488499943558	6.42137710403874	3.98862379135937	3.80650593062464	4.28905926649341	3.07592603303543	8.19348618274761	6.60435219611851	6.86653312190302	14.2732965481572	8.28234286282083	4.84650238921472	11.1603129815728	8.09453912622631	8.93272091213301
HSDL2	50	40	29	29	31	40	14	35	37	48	29	39	41	25	24	35	33.9269104627123	29.5772666641581	20.6911040019026	23.1340179898843	29.500420962341	28.5937284432894	21.531482231248	26.0701833087424	30.5451289070481	25.3533530654881	25.8703499935349	35.8901524055569	28.3866568511148	31.0008693932578	32.3781565049052	26.0537693270546
HSF1	5	0	3	3	2	3	0	5	5	3	4	1	4	1	3	3	3.39269104627123	0	2.14045903467958	2.39317427481562	1.90325296531232	2.1445296332467	0	3.72431190124891	4.12772012257407	1.58458456659301	3.5683241370393	0.920260318091203	2.76942993669413	1.24003477573031	4.04726956311315	2.23318022803325
HSF2	23	21	26	11	19	23	12	19	22	44	23	18	34	13	15	18	15.6063788128476	15.528064998683	18.550644967223	8.7749723409906	18.0809031704671	16.4413938548914	18.4555561982126	14.1523852247459	18.1619685393259	23.2405736433641	20.517863787976	16.5646857256417	23.5401544619001	16.1204520844941	20.2363478155658	13.3990813681995
HSF2BP	12	12	16	14	6	14	3	12	10	14	13	8	11	2	8	11	8.14245851105094	8.87317999924744	11.4157815182911	11.1681466158062	5.70975889593697	10.0078049551513	4.61388904955314	8.93834856299739	8.25544024514814	7.39472797743402	11.5970534453777	7.36208254472963	7.61593232590885	2.48006955146063	10.7927188349684	8.18832750278859
HSH2D	1	1	3	1	0	1	0	1	3	1	2	0	1	0	0	2	0.678538209254245	0.739431666603954	2.14045903467958	0.797724758271873	0	0.714843211082234	0	0.744862380249782	2.47663207354444	0.528194855531002	1.78416206851965	0	0.692357484173531	0	0	1.48878681868884
HSP90AA1	752	712	722	593	492	887	343	618	595	891	602	524	673	388	326	573	510.260733359192	526.475346622015	515.137141012885	473.050781655221	468.200229466831	634.065928229942	527.521314665576	460.324950994365	491.198694586314	470.621616278123	537.032782624415	482.216406679791	465.956586848787	481.133492983362	439.803292524963	426.537423554351
HSP90AB1	1793	1508	1685	1322	1860	1669	761	1531	1428	2091	1246	1369	1598	883	948	1253	1216.61900919286	1115.06295323876	1202.22449114503	1054.59213043542	1770.02525774046	1193.07331929625	1170.38985556998	1140.38430416242	1178.87686700715	1104.45544291532	1111.53296868774	1259.83637546686	1106.3872597093	1094.95070696987	1278.93718194376	932.724941908555
HSP90AB4P	3	5	5	2	3	2	3	5	0	7	4	3	3	4	4	4	2.03561462776274	3.69715833301977	3.56743172446596	1.59544951654375	2.85487944796848	1.42968642216447	4.61388904955314	3.72431190124891	0	3.69736398871701	3.5683241370393	2.76078095427361	2.07707245252059	4.96013910292126	5.3963594174842	2.97757363737767
HSP90B1	1224	1050	947	836	698	960	484	1112	969	1604	775	753	990	588	464	968	830.530768127196	776.403249934151	675.671568613854	666.897897915286	664.235284894	686.249482638945	744.374099994574	828.286966837758	799.952159754855	847.224548271727	691.362801551365	692.956019522676	685.433909331796	729.140448129425	625.977692428168	720.572820245396
HSP90B2P	0	0	0	1	0	0	0	0	1	1	0	1	2	1	1	0	0	0	0	0.797724758271873	0	0	0	0	0.825544024514814	0.528194855531002	0	0.920260318091203	1.38471496834706	1.24003477573031	1.34908985437105	0
HSPA12A	16	4	9	7	8	13	7	12	11	13	6	9	10	6	4	5	10.8566113480679	2.95772666641581	6.42137710403874	5.58407330790311	7.61301186124929	9.29296174406905	10.765741115624	8.93834856299739	9.08098426966295	6.86653312190302	5.35248620555895	8.28234286282083	6.92357484173531	7.44020865438188	5.3963594174842	3.72196704672209
HSPA13	99	95	102	84	82	88	38	84	84	146	66	58	102	50	47	110	67.1752827161703	70.2460083273756	72.7756071791057	67.0088796948373	78.0333715778052	62.9062025752366	58.4425946276732	62.5684399409817	69.3456980592444	77.1164489075262	58.8773482611485	53.3750984492898	70.6204633857002	62.0017387865157	63.4072231554394	81.8832750278859
HSPA14	38	37	36	39	28	35	15	44	48	64	25	31	46	27	23	41	25.7844519516613	27.3589716643463	25.6855084161549	31.1112655726031	26.6455415143725	25.0195123878782	23.0694452477657	32.7739447309904	39.6261131767111	33.8044707539841	22.3020258564956	28.5280698608273	31.8484442719824	33.4809389447185	31.0290666505342	30.5201297831211
HSPA1A	21	13	15	12	12	35	13	16	13	21	13	13	24	11	9	13	14.2493023943392	9.6126116658514	10.7022951733979	9.57269709926248	11.4195177918739	25.0195123878782	19.9935192147303	11.9177980839965	10.7320723186926	11.092091966151	11.5970534453777	11.9633841351856	16.6165796201648	13.6403825330335	12.1418086893395	9.67711432147743
HSPA1B	16	32	30	21	19	45	11	25	25	35	16	24	20	10	15	18	10.8566113480679	23.6618133313265	21.4045903467958	16.7522199237093	18.0809031704671	32.1679444987005	16.9175931816949	18.6215595062446	20.6386006128703	18.4868199435851	14.2732965481572	22.0862476341889	13.8471496834706	12.4003477573031	20.2363478155658	13.3990813681995
HSPA1L	3	0	3	2	1	4	2	4	1	1	1	0	1	1	0	1	2.03561462776274	0	2.14045903467958	1.59544951654375	0.951626482656161	2.85937284432894	3.07592603303543	2.97944952099913	0.825544024514814	0.528194855531002	0.892081034259825	0	0.692357484173531	1.24003477573031	0	0.744393409344418
HSPA2	0	2	2	4	0	1	0	1	0	3	1	0	1	1	1	0	0	1.47886333320791	1.42697268978639	3.19089903308749	0	0.714843211082234	0	0.744862380249782	0	1.58458456659301	0.892081034259825	0	0.692357484173531	1.24003477573031	1.34908985437105	0
HSPA4	55	40	45	33	29	38	19	46	54	47	46	39	37	27	26	27	37.3196015089835	29.5772666641581	32.1068855201937	26.3249170229718	27.5971679970287	27.1640420211249	29.2212973138366	34.26366949149	44.5793773238	24.8251582099571	41.035727575952	35.8901524055569	25.6172269144207	33.4809389447185	35.0763362136473	20.0986220522993
HSPA4L	26	10	12	9	10	22	13	21	23	18	15	11	12	5	9	15	17.6419934406104	7.39431666603954	8.56183613871831	7.17952282444686	9.51626482656161	15.7265506438092	19.9935192147303	15.6421099852454	18.9875125638407	9.50750739955803	13.3812155138974	10.1228634990032	8.30828981008238	6.20017387865157	12.1418086893395	11.1659011401663
HSPA5	721	646	686	612	461	854	343	899	790	1147	507	552	768	439	382	746	489.226048872311	477.672856626154	489.45163259673	488.207552062386	438.69980850449	610.476102264228	527.521314665576	669.631279844554	652.179779366703	605.839499294059	452.285084369731	507.983695586344	531.730547845272	544.375266545608	515.352324369742	555.317483370936
HSPA6	1	0	1	0	0	2	1	3	1	0	1	3	0	0	1	1	0.678538209254245	0	0.713486344893193	0	0	1.42968642216447	1.53796301651771	2.23458714074935	0.825544024514814	0	0.892081034259825	2.76078095427361	0	0	1.34908985437105	0.744393409344418
HSPA8	1105	1077	1228	1022	864	1254	467	984	877	1252	943	947	1192	662	599	813	749.784721225941	796.367904932458	876.161231528841	815.274702953854	822.205281014923	896.413386697122	718.228728713773	732.944582165786	724.002109499492	661.299959124814	841.232415307015	871.48652123237	825.290121134849	820.903021533468	808.10482276826	605.191841797012
HSPA9	195	177	267	192	129	259	109	239	183	284	174	172	256	145	91	251	132.314950804578	130.8794049889	190.500854086482	153.1631535882	122.759816262645	185.144391670299	167.637968800431	178.022108879698	151.074556486211	150.007338970804	155.22209996121	158.284774711687	177.243515948424	179.805042480896	122.767176747766	186.842745745449
HSPB1	501	436	496	425	385	558	224	462	464	737	419	422	528	287	254	550	339.947642836377	322.392206639324	353.889227067024	339.033022265546	366.376195822622	398.882511783887	344.503715699968	344.126419675399	383.052427374874	389.279608526348	373.781953354867	388.349854234488	365.564751643625	355.8899806346	342.668823010247	409.41637513943
HSPB11	72	87	96	74	73	103	32	84	87	114	67	97	100	64	55	114	48.8547510663057	64.330554994544	68.4946891097465	59.0316321121186	69.4687332338998	73.6288507414701	49.2148165285669	62.5684399409817	71.8223301327888	60.2142135305342	59.7694292954083	89.2652508548467	69.2357484173531	79.3622256467401	74.1999419904078	84.8608486652636
HSPB2	7	6	11	8	11	5	7	4	2	7	14	8	10	2	11	7	4.74976746477972	4.43658999962372	7.84834979382512	6.38179806617498	10.4678913092178	3.57421605541117	10.765741115624	2.97944952099913	1.65108804902963	3.69736398871701	12.4891344796376	7.36208254472963	6.92357484173531	2.48006955146063	14.8399883980816	5.21075386541092
HSPB3	2	1	2	1	0	0	0	0	0	2	1	1	0	0	0	0	1.35707641850849	0.739431666603954	1.42697268978639	0.797724758271873	0	0	0	0	0	1.056389711062	0.892081034259825	0.920260318091203	0	0	0	0
HSPB6	10	4	13	6	14	9	5	11	6	7	11	8	16	2	6	9	6.78538209254245	2.95772666641581	9.27532248361151	4.78634854963124	13.3227707571863	6.43358889974011	7.68981508258857	8.19348618274761	4.95326414708888	3.69736398871701	9.81289137685808	7.36208254472963	11.0777197467765	2.48006955146063	8.09453912622631	6.69954068409976
HSPB7	0	1	0	1	0	2	1	0	2	1	0	2	0	1	1	0	0	0.739431666603954	0	0.797724758271873	0	1.42968642216447	1.53796301651771	0	1.65108804902963	0.528194855531002	0	1.84052063618241	0	1.24003477573031	1.34908985437105	0
HSPB8	20	21	21	19	17	12	8	16	23	16	7	15	17	6	6	22	13.5707641850849	15.528064998683	14.9832132427571	15.1567704071656	16.1776502051547	8.57811853298681	12.3037041321417	11.9177980839965	18.9875125638407	8.45111768849603	6.24456723981878	13.8039047713681	11.77007723095	7.44020865438188	8.09453912622631	16.3766550055772
HSPBAP1	6	3	10	6	6	14	1	4	4	4	6	5	8	5	3	4	4.07122925552547	2.21829499981186	7.13486344893193	4.78634854963124	5.70975889593697	10.0078049551513	1.53796301651771	2.97944952099913	3.30217609805926	2.11277942212401	5.35248620555895	4.60130159045602	5.53885987338825	6.20017387865157	4.04726956311315	2.97757363737767
HSPBP1	9	2	8	4	3	5	2	4	3	7	5	5	6	1	2	4	6.10684388328821	1.47886333320791	5.70789075914554	3.19089903308749	2.85487944796848	3.57421605541117	3.07592603303543	2.97944952099913	2.47663207354444	3.69736398871701	4.46040517129913	4.60130159045602	4.15414490504119	1.24003477573031	2.6981797087421	2.97757363737767
HSPD1	750	662	818	601	541	791	284	685	651	952	531	587	859	432	437	741	508.903656940684	489.503763291817	583.631830122632	479.432579721396	514.829927116983	565.440979966047	436.781496691031	510.230730471101	537.429159959144	502.841502465514	473.695029191967	540.192806719536	594.735078905063	535.695023115496	589.552266360149	551.595516324213
HSPE1	491	483	521	477	378	531	191	407	408	599	386	371	553	256	299	521	333.162260743834	357.14549496971	371.726385689353	380.514709695683	359.714810444029	379.581745084666	293.750936154884	303.158988761661	336.821962002044	316.38871846307	344.343279224293	341.416578011836	382.873688747963	317.44890258696	403.377866456944	387.828966268442
HSPE1-MOB4	4	3	1	0	3	0	0	4	1	7	5	1	1	1	0	1	2.71415283701698	2.21829499981186	0.713486344893193	0	2.85487944796848	0	0	2.97944952099913	0.825544024514814	3.69736398871701	4.46040517129913	0.920260318091203	0.692357484173531	1.24003477573031	0	0.744393409344418
HSPG2	4	3	1	1	2	1	2	3	1	2	2	3	5	1	0	4	2.71415283701698	2.21829499981186	0.713486344893193	0.797724758271873	1.90325296531232	0.714843211082234	3.07592603303543	2.23458714074935	0.825544024514814	1.056389711062	1.78416206851965	2.76078095427361	3.46178742086766	1.24003477573031	0	2.97757363737767
HSPH1	68	57	72	53	51	106	30	53	54	93	53	39	52	18	25	47	46.1405982292887	42.1476049964254	51.3710168323099	42.2794121884093	48.5329506154642	75.7733803747169	46.1388904955314	39.4777061532385	44.5793773238	49.1221215643832	47.2802948157707	35.8901524055569	36.0025891770236	22.3206259631456	33.7272463592763	34.9864902391876
HTATIP2	19	13	36	31	17	35	16	21	19	31	22	12	31	12	16	26	12.8922259758307	9.6126116658514	25.6855084161549	24.7294675064281	16.1776502051547	25.0195123878782	24.6074082642834	15.6421099852454	15.6853364657815	16.3740405214611	19.6257827537162	11.0431238170944	21.4630820093795	14.8804173087638	21.5854376699368	19.3542286429549
HTATSF1	55	57	51	61	46	60	17	48	49	75	53	44	63	21	28	51	37.3196015089835	42.1476049964254	36.3878035895528	48.6612102545843	43.7748182021834	42.8905926649341	26.1453712808012	35.7533942519895	40.4516572012259	39.6146141648251	47.2802948157707	40.491453996013	43.6185215029325	26.0407302903366	37.7745159223894	37.9640638765653
HTATSF1P2	18	14	13	16	8	12	6	11	11	19	7	12	6	1	6	18	12.2136877665764	10.3520433324554	9.27532248361151	12.76359613235	7.61301186124929	8.57811853298681	9.22777809910629	8.19348618274761	9.08098426966295	10.035702255089	6.24456723981878	11.0431238170944	4.15414490504119	1.24003477573031	8.09453912622631	13.3990813681995
HTR2A	35	47	35	30	30	31	15	28	25	38	20	26	34	16	18	27	23.7488373238986	34.7532883303858	24.9720220712618	23.9317427481562	28.5487944796848	22.1601395435493	23.0694452477657	20.8561466469939	20.6386006128703	20.0714045101781	17.8416206851965	23.9267682703713	23.5401544619001	19.840556411685	24.2836173786789	20.0986220522993
HTR2B	21	16	21	22	13	14	8	14	7	22	13	14	30	5	12	19	14.2493023943392	11.8309066656633	14.9832132427571	17.5499446819812	12.3711442745301	10.0078049551513	12.3037041321417	10.428073323497	5.7788081716037	11.620286821682	11.5970534453777	12.8836444532768	20.7707245252059	6.20017387865157	16.1890782524526	14.1434747775439
HTR7	4	1	3	0	2	2	4	2	0	0	0	0	2	2	2	1	2.71415283701698	0.739431666603954	2.14045903467958	0	1.90325296531232	1.42968642216447	6.15185206607086	1.48972476049956	0	0	0	0	1.38471496834706	2.48006955146063	2.6981797087421	0.744393409344418
HTR7P1	6	1	5	5	0	5	3	4	1	1	4	6	2	1	2	4	4.07122925552547	0.739431666603954	3.56743172446596	3.98862379135937	0	3.57421605541117	4.61388904955314	2.97944952099913	0.825544024514814	0.528194855531002	3.5683241370393	5.52156190854722	1.38471496834706	1.24003477573031	2.6981797087421	2.97757363737767
HTRA1	170	157	120	119	85	109	59	89	99	152	119	94	98	60	44	116	115.351495573222	116.090771656821	85.6183613871831	94.9292462343529	80.8882510257737	77.9179100079636	90.7398179745452	66.2927518422306	81.7288584269666	80.2856180407123	106.157643076919	86.5044699005731	67.8510334490061	74.4020865438188	59.3599535923263	86.3496354839524
