Time	Species	Cell	State	Experiment	Dish	Plate	Well	ID
48	Human	A	SUN+LOP	7	15	1	F5	SUN+LOP.A.7.15.1.F5
48	Human	A	SUN+LOP	7	16	1	F6	SUN+LOP.A.7.16.1.F6
48	Human	A	SUN+LOP	8	12	1	G9	SUN+LOP.A.8.12.1.G9
