Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	DOM.A.4.13.1.B7.Norm	DOM.A.4.14.1.B8.Norm	DOM.A.5.11.1.C7.Norm
CCNB1IP1	53	66	65	87	53	65	18	51	41	103	43	47	69	47	41	46	36.1662640652146	48.7721840652354	46.4106578406647	70.8023688803838	51.4630098974357	46.5950191374098	28.2340521267079	38.2175785815039	34.2821273395627	54.4791301389637	38.8509800814579	44.0048614969076	46.746114613361	42.4004938202653	35.7047635382959	39.7484944743687
CCNB2	2	2	4	1	0	1	1	2	0	1	0	0	1	0	2	2	1.36476468170621	1.4779449716738	2.85604048250245	0.813820331958435	0	0.716846448267843	1.56855845148377	1.49872857182368	0	0.528923593582172	0	0	0.677479921932768	0	1.7416957823559	1.72819541192907
CCNC	114	86	125	106	98	128	42	102	78	151	82	94	140	75	92	92	77.791586857254	63.5516337819734	89.2512650782014	86.2649551875941	95.1580183009188	91.7563453782839	65.8794549623184	76.4351571630079	65.2196568898998	79.867462630908	74.0879155041756	88.0097229938151	94.8471890705875	67.6603624791468	80.1180059883712	79.4969889487373
CCND1	116	113	125	68	73	94	61	135	120	164	102	93	172	95	109	100	79.1563515389602	83.5038908995697	89.2512650782014	55.3397825731736	70.883013632317	67.3835661371773	95.6820655405101	101.164178598099	100.337933676769	86.7434693474763	92.1581387978769	87.0734493449448	116.526546572436	85.7031258069193	94.9224201383964	86.4097705964536
CCND2	179	159	144	143	114	149	84	161	130	189	98	106	184	141	110	104	122.146439012706	117.496625248067	102.817457370088	116.376307470056	110.694021288824	106.810120791909	131.758909924637	120.647650031807	108.699428149833	99.9665591870306	88.5440941391366	99.2450067802596	124.656305635629	127.201481460796	95.7932680295743	89.8661614203118
CCND3	1	5	2	5	4	2	5	3	7	7	7	6	3	5	5	7	0.682382340853105	3.6948624291845	1.42802024125122	4.06910165979217	3.88400074697628	1.43369289653569	7.84279225741886	2.24809285773553	5.85304613114485	3.70246515507521	6.32457815279547	5.61764189322224	2.0324397657983	4.51069083194312	4.35423945588974	6.04868394175175
CCNDBP1	54	54	65	60	54	80	35	80	54	92	46	55	87	68	65	47	36.8486464060677	39.9045142351926	46.4106578406647	48.8292199175061	52.4340100841797	57.3477158614274	54.899545801932	59.9491428729473	45.152070154546	48.6609706095599	41.5615135755131	51.4950506878706	58.9407532081508	61.3453953144265	56.6051129265666	40.6125921803332
CCNE1	0	4	0	0	1	0	1	3	1	2	3	0	0	0	2	0	0	2.9558899433476	0	0	0.971000186744069	0	1.56855845148377	2.24809285773553	0.836149447306408	1.05784718716434	2.7105334940552	0	0	0	1.7416957823559	0
CCNE2	1	1	0	2	0	0	0	0	1	2	2	1	0	1	0	0	0.682382340853105	0.7389724858369	0	1.62764066391687	0	0	0	0	0.836149447306408	1.05784718716434	1.80702232937014	0.936273648870374	0	0.902138166388624	0	0
CCNF	1	2	0	2	0	1	0	1	2	1	0	2	0	0	1	1	0.682382340853105	1.4779449716738	0	1.62764066391687	0	0.716846448267843	0	0.749364285911842	1.67229889461282	0.528923593582172	0	1.87254729774075	0	0	0.870847891177948	0.864097705964536
CCNG1	304	307	347	292	286	339	120	305	301	437	260	288	401	257	256	309	207.444231619344	226.864553151928	247.761511857087	237.635536931863	277.706053408804	243.010945962799	188.227014178053	228.556107203112	251.680983639229	231.139610395409	234.912902818118	269.646810874668	271.66944869504	231.849508761876	222.937060141555	267.006191143042
CCNG2	25	23	18	11	12	13	6	25	20	45	15	9	22	22	11	23	17.0595585213276	16.9963671742487	12.852182171261	8.95202365154278	11.6520022409288	9.31900382748196	9.41135070890263	18.734107147796	16.7229889461282	23.8015617111978	13.552667470276	8.42646283983337	14.9045582825209	19.8470396605497	9.57932680295743	19.8742472371843
CCNH	86	61	107	90	71	107	35	58	59	117	66	83	120	57	68	84	58.684881313367	45.0773216360509	76.3990829069404	73.2438298762591	68.9410132588289	76.7025699646592	54.899545801932	43.4631285828868	49.3328173910781	61.8840604491142	59.6317368692145	77.710712856241	81.2975906319321	51.4218754841516	59.2176566001005	72.5842073010211
CCNI	111	111	97	79	61	91	57	68	75	80	62	71	80	61	73	89	75.7444398346947	82.0259459278959	69.2589817006843	64.2918062247163	59.2310113913882	65.2330267923737	89.407831734575	50.9567714420052	62.7112085479806	42.3138874865738	56.0176922104742	66.4754290697965	54.1983937546214	55.0304281497061	63.5718960559902	76.9046958308437
CCNJ	5	1	4	1	2	2	2	3	1	7	1	5	5	0	2	1	3.41191170426553	0.7389724858369	2.85604048250245	0.813820331958435	1.94200037348814	1.43369289653569	3.13711690296754	2.24809285773553	0.836149447306408	3.70246515507521	0.903511164685068	4.68136824435187	3.38739960966384	0	1.7416957823559	0.864097705964536
CCNJL	1	1	0	1	2	2	1	3	1	0	1	0	0	1	0	1	0.682382340853105	0.7389724858369	0	0.813820331958435	1.94200037348814	1.43369289653569	1.56855845148377	2.24809285773553	0.836149447306408	0	0.903511164685068	0	0	0.902138166388624	0	0.864097705964536
CCNK	49	45	39	25	28	37	14	35	46	50	30	27	43	30	27	29	33.4367347018022	33.2537618626605	27.8463947043988	20.3455082989609	27.1880052288339	26.5233185859102	21.9598183207728	26.2277500069145	38.4628745760948	26.4461796791086	27.105334940552	25.2793885195001	29.131636643109	27.0641449916587	23.5128930618046	25.0588334729716
CCNL1	34	28	29	24	17	31	8	27	18	36	26	16	31	21	22	32	23.2009995890056	20.6912296034332	20.7062934981427	19.5316879670024	16.5070031746492	22.2222398963031	12.5484676118702	20.2328357196197	15.0506900515153	19.0412493689582	23.4912902818118	14.980378381926	21.0018775799158	18.9449014941611	19.1586536059149	27.6511265908652
CCNL2	20	11	13	9	5	18	5	18	14	18	12	16	20	11	8	13	13.6476468170621	8.1286973442059	9.28213156813295	7.32438298762591	4.85500093372035	12.9032360688212	7.84279225741886	13.4885571464132	11.7060922622897	9.5206246844791	10.8421339762208	14.980378381926	13.5495984386554	9.92351983027487	6.96678312942359	11.233270177539
CCNT1	40	26	34	27	12	29	18	36	31	39	17	19	22	29	27	19	27.2952936341242	19.2132846317594	24.2763441012708	21.9731489628777	11.6520022409288	20.7885469997674	28.2340521267079	26.9771142928263	25.9206328664986	20.6280201497047	15.3596897996462	17.7891993285371	14.9045582825209	26.1620068252701	23.5128930618046	16.4178564133262
CCNT2	33	27	23	21	29	28	8	30	30	36	30	25	41	22	14	35	22.5186172481525	19.9522571175963	16.4222327743891	17.0902269711271	28.159005415578	20.0717005514996	12.5484676118702	22.4809285773553	25.0844834191922	19.0412493689582	27.105334940552	23.4068412217594	27.7766767992435	19.8470396605497	12.1918704764913	30.2434197087588
CCNY	70	62	49	52	34	37	25	78	44	72	35	29	55	49	38	44	47.7667638597174	45.8162941218878	34.986495910655	42.3186572618386	33.0140063492984	26.5233185859102	39.2139612870943	58.4504143011237	36.7905756814819	38.0824987379164	31.6228907639774	27.1519358172408	37.2613957063022	44.2047701530426	33.092219864762	38.0202990624396
CCNYL1	14	18	13	8	9	8	9	7	15	27	11	9	14	13	13	10	9.55335277194347	13.3015047450642	9.28213156813295	6.51056265566748	8.73900168069662	5.73477158614274	14.1170260633539	5.24555000138289	12.5422417095961	14.2809370267187	9.93862281153575	8.42646283983337	9.48471890705875	11.7277961630521	11.3210225853133	8.64097705964536
CCP110	24	19	16	16	9	15	9	26	10	21	15	10	17	13	10	11	16.3771761804745	14.0404772309011	11.4241619300098	13.021125311335	8.73900168069662	10.7526967240176	14.1170260633539	19.4834714337079	8.36149447306408	11.1073954652256	13.552667470276	9.36273648870374	11.5171586728571	11.7277961630521	8.70847891177948	9.5050747656099
CCPG1	193	179	206	191	133	213	73	198	189	356	140	157	279	184	162	156	131.699791784649	132.276074964805	147.086084848876	155.439683404061	129.143024836961	152.688293481051	114.504766958315	148.374128610545	158.032245540911	188.296799315253	126.491563055909	146.994962872649	189.016898219242	165.993422615507	141.077358370828	134.799242130468
CCR10	0	0	1	0	1	0	1	0	0	2	1	1	1	0	1	2	0	0	0.714010120625611	0	0.971000186744069	0	1.56855845148377	0	0	1.05784718716434	0.903511164685068	0.936273648870374	0.677479921932768	0	0.870847891177948	1.72819541192907
CCR6	7	5	3	2	0	0	3	10	5	10	5	5	5	3	5	4	4.77667638597174	3.6948624291845	2.14203036187683	1.62764066391687	0	0	4.70567535445131	7.49364285911842	4.18074723653204	5.28923593582172	4.51755582342534	4.68136824435187	3.38739960966384	2.70641449916587	4.35423945588974	3.45639082385815
CCRL1	47	29	34	23	34	28	11	33	33	46	18	21	25	20	28	24	32.0719700200959	21.4302020892701	24.2763441012708	18.717867635044	33.0140063492984	20.0717005514996	17.2541429663215	24.7290214350908	27.5929317611115	24.3304853047799	16.2632009643312	19.6617466262779	16.9369980483192	18.0427633277725	24.3837409529825	20.7383449431489
CCRN4L	7	5	4	2	2	4	0	10	4	6	2	0	4	3	1	3	4.77667638597174	3.6948624291845	2.85604048250245	1.62764066391687	1.94200037348814	2.86738579307137	0	7.49364285911842	3.34459778922563	3.17354156149303	1.80702232937014	0	2.70991968773107	2.70641449916587	0.870847891177948	2.59229311789361
CCS	8	7	14	16	3	10	5	10	4	11	7	8	8	7	5	8	5.45905872682484	5.1728074008583	9.99614168875856	13.021125311335	2.91300056023221	7.16846448267843	7.84279225741886	7.49364285911842	3.34459778922563	5.8181595294039	6.32457815279547	7.49018919096299	5.41983937546214	6.31496716472037	4.35423945588974	6.91278164771629
CCSAP	3	9	5	3	6	9	2	6	6	9	5	4	4	3	3	1	2.04714702255932	6.6507523725321	3.57005060312806	2.4414609958753	5.82600112046442	6.45161803441059	3.13711690296754	4.49618571547105	5.01689668383845	4.76031234223955	4.51755582342534	3.7450945954815	2.70991968773107	2.70641449916587	2.61254367353384	0.864097705964536
CCSER2	71	102	83	82	73	76	48	81	66	121	69	55	87	70	78	87	48.4491462005705	75.3751935553638	59.2628400119257	66.7332672205916	70.883013632317	54.4803300683561	75.290805671221	60.6985071588592	55.1858635222229	63.9997548234428	62.3422703632697	51.4950506878706	58.9407532081508	63.1496716472037	67.92613551188	75.1765004189147
CCT2	304	266	308	232	203	290	139	238	221	378	209	198	303	206	265	237	207.444231619344	196.566681232615	219.915117152688	188.806317014357	197.113037909046	207.885469997674	218.029624756244	178.348700047018	184.789027854716	199.933118374061	188.833833419179	185.382182476334	205.276416345629	185.840462276057	230.774691162156	204.791156313595
CCT3	346	292	347	306	282	383	170	308	314	483	272	310	444	273	283	245	236.104289935174	215.779965864375	247.761511857087	249.029021579281	273.822052661828	274.552189686584	266.654936752241	230.804200060847	262.550926454212	255.470095700189	245.755036794338	290.244831149816	300.801085338149	246.283719424094	246.449953203359	211.703937961311
CCT4	57	87	78	58	55	88	29	71	57	100	46	46	74	56	49	69	38.895793428627	64.2906062678103	55.6927894087977	47.2015792535892	53.4050102709238	63.0824874475702	45.4881950930294	53.2048642997408	47.6605184964652	52.8923593582172	41.5615135755131	43.0685878480372	50.1335142230248	50.519737317763	42.6715466677195	59.622741711553
CCT5	269	273	323	282	232	337	114	204	249	340	212	218	299	235	240	248	183.560849689485	201.739488633474	230.625268962072	229.497333612279	225.272043324624	241.577253066263	178.81566346915	152.870314326016	208.201212379296	179.834021817939	191.544366913234	204.107655453742	202.566496657898	212.002469101327	209.003493882708	214.296231079205
CCT6A	162	134	103	100	89	92	55	151	113	191	121	99	102	95	127	82	110.545939218203	99.0223131021446	73.543042424438	81.3820331958435	86.4190166202222	65.9498732406416	86.2707148316074	113.154007172688	94.4848875456241	101.024406374195	109.324850926893	92.691091238167	69.1029520371423	85.7031258069193	110.597682179599	70.856011889092
CCT6B	1	1	2	0	1	1	2	2	3	1	2	0	0	1	1	0	0.682382340853105	0.7389724858369	1.42802024125122	0	0.971000186744069	0.716846448267843	3.13711690296754	1.49872857182368	2.50844834191922	0.528923593582172	1.80702232937014	0	0	0.902138166388624	0.870847891177948	0
CCT6P3	6	1	4	1	1	2	0	4	1	5	1	3	6	2	3	2	4.09429404511863	0.7389724858369	2.85604048250245	0.813820331958435	0.971000186744069	1.43369289653569	0	2.99745714364737	0.836149447306408	2.64461796791086	0.903511164685068	2.80882094661112	4.06487953159661	1.80427633277725	2.61254367353384	1.72819541192907
CCT7	75	56	82	55	58	85	16	68	56	106	53	61	76	55	70	58	51.1786755639829	41.3824592068664	58.5488298913001	44.7601182577139	56.318010831156	60.9319481027667	25.0969352237403	50.9567714420052	46.8243690491588	56.0659009197103	47.8860917283086	57.1126925810928	51.4884740668903	49.6175991513743	60.9593523824564	50.1176669459431
CCT8	262	256	314	237	214	305	103	238	244	365	198	220	334	192	234	224	178.784173303514	189.176956374246	224.199177876442	192.875418674149	207.794039963231	218.638166721692	161.561520502828	178.348700047018	204.020465142763	193.057111657493	178.895210607643	205.980202751482	226.278293925544	173.210527946616	203.77840653564	193.557886136056
CD109	16	13	7	5	5	7	8	10	6	11	15	4	7	14	13	12	10.9181174536497	9.60664231587969	4.99807084437928	4.06910165979217	4.85500093372035	5.0179251378749	12.5484676118702	7.49364285911842	5.01689668383845	5.8181595294039	13.552667470276	3.7450945954815	4.74235945352937	12.6299343294407	11.3210225853133	10.3691724715744
CD14	44	47	45	51	44	58	20	42	44	57	49	42	79	43	39	42	30.0248229975366	34.7317068343343	32.1304554281525	41.5048369298802	42.724008216739	41.5770939995349	31.3711690296754	31.4733000082974	36.7905756814819	30.1486448341838	44.2720470695683	39.3234932525557	53.5209138326886	38.7919411547108	33.96306775594	36.2921036505105
CD151	82	78	87	60	61	90	40	89	61	105	64	67	85	64	69	72	55.9553519499546	57.6398538952782	62.1188804944282	48.8292199175061	59.2310113913882	64.5161803441059	62.7423380593509	66.6934214461539	51.0051162856909	55.5369773261281	57.8247145398443	62.7303344743151	57.5857933642853	57.736842648872	60.0885044912784	62.2150348294466
CD163L1	2	1	2	1	5	0	2	1	0	6	4	3	6	1	2	1	1.36476468170621	0.7389724858369	1.42802024125122	0.813820331958435	4.85500093372035	0	3.13711690296754	0.749364285911842	0	3.17354156149303	3.61404465874027	2.80882094661112	4.06487953159661	0.902138166388624	1.7416957823559	0.864097705964536
CD164	360	349	411	404	348	459	154	369	331	575	295	326	464	342	377	341	245.657642707118	257.901397557078	293.458159577126	328.783414111208	337.908064986936	329.03251975494	241.558001528501	276.51542150147	276.765467058421	304.131066309749	266.535793582095	305.225209531742	314.350683776804	308.53125290491	328.309654974086	294.657317733907
CD200	62	57	88	65	67	88	31	51	54	66	49	53	78	30	38	68	42.3077051328925	42.1214316927033	62.8328906150538	52.8983215772983	65.0570125118526	63.0824874475702	48.6253119959969	38.2175785815039	45.152070154546	34.9089571764234	44.2720470695683	49.6225033901298	52.8434339107559	27.0641449916587	33.092219864762	58.7586440055885
CD209	6	7	3	1	1	4	1	5	6	6	4	3	9	3	4	2	4.09429404511863	5.1728074008583	2.14203036187683	0.813820331958435	0.971000186744069	2.86738579307137	1.56855845148377	3.74682142955921	5.01689668383845	3.17354156149303	3.61404465874027	2.80882094661112	6.09731929739491	2.70641449916587	3.48339156471179	1.72819541192907
CD24	12	9	9	7	4	0	3	14	9	9	6	9	8	9	9	6	8.18858809023726	6.6507523725321	6.4260910856305	5.69674232370904	3.88400074697628	0	4.70567535445131	10.4911000027658	7.52534502575767	4.76031234223955	5.42106698811041	8.42646283983337	5.41983937546214	8.11924349749762	7.83763102060153	5.18458623578722
CD244	19	21	25	15	12	19	5	10	19	27	14	16	32	15	10	15	12.965264476209	15.5184222025749	17.8502530156403	12.2073049793765	11.6520022409288	13.620082517089	7.84279225741886	7.49364285911842	15.8868394988217	14.2809370267187	12.6491563055909	14.980378381926	21.6793575018486	13.5320724958294	8.70847891177948	12.961465589468
CD248	3	4	1	2	0	1	0	3	3	7	4	2	2	7	2	1	2.04714702255932	2.9558899433476	0.714010120625611	1.62764066391687	0	0.716846448267843	0	2.24809285773553	2.50844834191922	3.70246515507521	3.61404465874027	1.87254729774075	1.35495984386554	6.31496716472037	1.7416957823559	0.864097705964536
CD27-AS1	24	28	32	24	30	42	15	20	18	32	36	14	30	23	27	25	16.3771761804745	20.6912296034332	22.8483238600196	19.5316879670024	29.1300056023221	30.1075508272494	23.5283767722566	14.9872857182368	15.0506900515153	16.9255549946295	32.5264019286624	13.1078310841852	20.324397657983	20.7491778269384	23.5128930618046	21.6024426491134
CD274	0	1	1	4	1	1	1	1	2	1	1	1	3	2	2	7	0	0.7389724858369	0.714010120625611	3.25528132783374	0.971000186744069	0.716846448267843	1.56855845148377	0.749364285911842	1.67229889461282	0.528923593582172	0.903511164685068	0.936273648870374	2.0324397657983	1.80427633277725	1.7416957823559	6.04868394175175
CD276	10	8	7	4	6	11	8	7	7	11	8	4	6	3	2	5	6.82382340853105	5.9117798866952	4.99807084437928	3.25528132783374	5.82600112046442	7.88531093094627	12.5484676118702	5.24555000138289	5.85304613114485	5.8181595294039	7.22808931748054	3.7450945954815	4.06487953159661	2.70641449916587	1.7416957823559	4.32048852982268
CD2AP	34	33	23	25	19	25	9	28	32	44	25	28	23	25	30	23	23.2009995890056	24.3860920326177	16.4222327743891	20.3455082989609	18.4490035481373	17.9211612066961	14.1170260633539	20.9822000055316	26.756782313805	23.2726381176156	22.5877791171267	26.2156621683705	15.5820382044537	22.5534541597156	26.1254367353384	19.8742472371843
CD2BP2	24	18	27	16	15	26	10	22	24	27	24	18	33	22	18	23	16.3771761804745	13.3015047450642	19.2782732568915	13.021125311335	14.565002801161	18.6380076549639	15.6855845148377	16.4860142900605	20.0675867353538	14.2809370267187	21.6842679524416	16.8529256796667	22.3568374237813	19.8470396605497	15.6752620412031	19.8742472371843
CD300LG	7	2	3	2	3	1	0	5	4	8	5	1	1	1	2	0	4.77667638597174	1.4779449716738	2.14203036187683	1.62764066391687	2.91300056023221	0.716846448267843	0	3.74682142955921	3.34459778922563	4.23138874865738	4.51755582342534	0.936273648870374	0.677479921932768	0.902138166388624	1.7416957823559	0
CD302	1	2	1	1	1	1	1	1	0	1	0	0	3	0	0	0	0.682382340853105	1.4779449716738	0.714010120625611	0.813820331958435	0.971000186744069	0.716846448267843	1.56855845148377	0.749364285911842	0	0.528923593582172	0	0	2.0324397657983	0	0	0
CD320	17	16	20	20	13	18	6	17	15	23	17	6	28	12	13	14	11.6004997945028	11.8235597733904	14.2802024125122	16.2764066391687	12.6230024276729	12.9032360688212	9.41135070890263	12.7391928605013	12.5422417095961	12.16524265239	15.3596897996462	5.61764189322224	18.9694378141175	10.8256579966635	11.3210225853133	12.0973678835035
CD34	1	1	0	1	1	2	0	1	0	2	0	2	2	1	0	0	0.682382340853105	0.7389724858369	0	0.813820331958435	0.971000186744069	1.43369289653569	0	0.749364285911842	0	1.05784718716434	0	1.87254729774075	1.35495984386554	0.902138166388624	0	0
CD36	7	8	8	4	6	7	10	15	1	9	12	12	11	8	8	7	4.77667638597174	5.9117798866952	5.71208096500489	3.25528132783374	5.82600112046442	5.0179251378749	15.6855845148377	11.2404642886776	0.836149447306408	4.76031234223955	10.8421339762208	11.2352837864445	7.45227914126044	7.21710533110899	6.96678312942359	6.04868394175175
CD3EAP	6	10	7	1	4	11	4	9	9	7	6	3	5	2	3	2	4.09429404511863	7.389724858369	4.99807084437928	0.813820331958435	3.88400074697628	7.88531093094627	6.27423380593509	6.74427857320658	7.52534502575767	3.70246515507521	5.42106698811041	2.80882094661112	3.38739960966384	1.80427633277725	2.61254367353384	1.72819541192907
CD40	2	1	0	0	0	1	0	0	4	3	1	0	3	2	2	0	1.36476468170621	0.7389724858369	0	0	0	0.716846448267843	0	0	3.34459778922563	1.58677078074652	0.903511164685068	0	2.0324397657983	1.80427633277725	1.7416957823559	0
CD44	142	147	145	119	125	141	77	141	103	169	103	109	146	100	121	135	96.8982924011409	108.628955418024	103.531467490714	96.8446195030537	121.375023343009	101.075349205766	120.77900076425	105.66036431357	86.12339307256	89.3880873153871	93.061649962562	102.053827726871	98.9120686021841	90.2138166388624	105.372594832532	116.653190305212
CD46	121	79	126	93	89	119	50	86	87	140	105	78	135	90	104	80	82.5682632432257	58.3788263811151	89.965275198827	75.6852908721344	86.4190166202222	85.3047273438733	78.4279225741886	64.4453285884184	72.7450019156575	74.0493031015041	94.8686722919321	73.0293446118892	91.4597894609236	81.1924349749762	90.5681806825066	69.1278164771629
