Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	SOR+URS.A.5.7.1.C3	SOR+URS.A.5.8.1.C4	SOR+URS.A.5.9.1.C5	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	SOR+URS.A.5.7.1.C3.Norm	SOR+URS.A.5.8.1.C4.Norm	SOR+URS.A.5.9.1.C5.Norm
LOC729970	0	1	1	0	0	1	1	0	1	2	1	1	2	1	0	0	0	0.800677693472063	0.772879748489258	0	0	0.778311174388842	1.68325356448666	0	0.898270210154694	1.13665380348378	0.976807579359473	1.00722596869794	1.48886333009723	5.22969331814218	0	0
LOC729987	1	0	0	0	1	2	1	1	1	2	0	0	2	0	0	1	0.72290721072476	0	0	0	1.04248711783298	1.55662234877768	1.68325356448666	0.813775399394637	0.898270210154694	1.13665380348378	0	0	1.48886333009723	0	0	2.36300881853367
LOC730101	3	2	4	2	2	7	0	10	11	9	5	4	2	1	0	1	2.16872163217428	1.60135538694413	3.09151899395703	1.7549430780429	2.08497423566597	5.4481782207219	0	8.13775399394637	9.88097231170163	5.11494211567699	4.88403789679737	4.02890387479177	1.48886333009723	5.22969331814218	0	2.36300881853367
LOC730102	2	4	1	0	1	1	3	2	0	3	1	3	0	0	0	0	1.44581442144952	3.20271077388825	0.772879748489258	0	1.04248711783298	0.778311174388842	5.04976069345999	1.62755079878927	0	1.70498070522566	0.976807579359473	3.02167790609383	0	0	0	0
LOC730183	1	1	3	0	0	0	1	1	1	3	1	1	0	1	0	0	0.72290721072476	0.800677693472063	2.31863924546777	0	0	0	1.68325356448666	0.813775399394637	0.898270210154694	1.70498070522566	0.976807579359473	1.00722596869794	0	5.22969331814218	0	0
LOC730227	3	0	1	2	3	4	1	3	3	1	3	0	0	1	2	0	2.16872163217428	0	0.772879748489258	1.7549430780429	3.12746135349895	3.11324469755537	1.68325356448666	2.44132619818391	2.69481063046408	0.568326901741888	2.93042273807842	0	0	5.22969331814218	8.32427454856799	0
LOC731275	4	8	3	1	2	3	2	8	7	8	4	7	12	1	2	1	2.89162884289904	6.4054215477765	2.31863924546777	0.877471539021451	2.08497423566597	2.33493352316653	3.36650712897332	6.5102031951571	6.28789147108286	4.5466152139351	3.90723031743789	7.05058178088559	8.93317998058338	5.22969331814218	8.32427454856799	2.36300881853367
LOC731424	16	10	11	8	3	8	8	16	12	10	16	7	7	2	5	13	11.5665153715962	8.00677693472063	8.50167723338184	7.01977231217161	3.12746135349895	6.22648939511074	13.4660285158933	13.0204063903142	10.7792425218563	5.68326901741888	15.6289212697516	7.05058178088559	5.2110216553403	10.4593866362844	20.81068637142	30.7191146409378
LOC79015	15	23	23	17	24	26	7	22	22	40	20	17	26	4	1	5	10.8436081608714	18.4155869498574	17.7762342152529	14.9170161633647	25.0196908279916	20.2360905341099	11.7827749514066	17.903058786682	19.7619446234033	22.7330760696755	19.5361515871895	17.122841467865	19.355223291264	20.9187732725687	4.16213727428399	11.8150440926684
LOC90246	4	1	1	2	0	0	0	0	0	0	0	1	1	0	1	0	2.89162884289904	0.800677693472063	0.772879748489258	1.7549430780429	0	0	0	0	0	0	0	1.00722596869794	0.744431665048615	0	4.16213727428399	0
LOC90784	6	5	7	7	5	5	4	4	8	11	4	4	3	1	3	6	4.33744326434856	4.00338846736031	5.4101582394248	6.14230077315016	5.21243558916492	3.89155587194421	6.73301425794665	3.25510159757855	7.18616168123755	6.25159591916076	3.90723031743789	4.02890387479177	2.23329499514584	5.22969331814218	12.486411822852	14.178052911202
LOC90834	14	10	14	5	2	17	7	11	13	18	10	5	13	2	2	7	10.1207009501466	8.00677693472063	10.8203164788496	4.38735769510726	2.08497423566597	13.2312899646103	11.7827749514066	8.95152939334101	11.677512732011	10.229884231354	9.76807579359473	5.03612984348971	9.67761164563199	10.4593866362844	8.32427454856799	16.5410617297357
LOC92249	22	21	22	30	16	30	10	27	31	42	28	25	42	2	3	11	15.9039586359447	16.8142315629133	17.0033544667637	26.3241461706435	16.6797938853277	23.3493352316653	16.8325356448666	21.9719357836552	27.8463765147955	23.8697298731593	27.3506122220652	25.1806492174486	31.2661299320418	10.4593866362844	12.486411822852	25.9930970038704
LOC93622	1	1	5	0	2	1	4	5	5	5	3	3	5	2	2	1	0.72290721072476	0.800677693472063	3.86439874244629	0	2.08497423566597	0.778311174388842	6.73301425794665	4.06887699697319	4.49135105077347	2.84163450870944	2.93042273807842	3.02167790609383	3.72215832524307	10.4593866362844	8.32427454856799	2.36300881853367
LOC96610	15	16	16	16	10	9	5	20	14	19	11	12	20	3	1	2	10.8436081608714	12.810843095553	12.3660759758281	14.0395446243432	10.4248711783298	7.00480056949958	8.41626782243331	16.2755079878927	12.5757829421657	10.7982111330959	10.7448833729542	12.0867116243753	14.8886333009723	15.6890799544265	4.16213727428399	4.72601763706735
LOH12CR1	3	1	4	3	3	1	0	3	2	4	3	1	5	0	0	2	2.16872163217428	0.800677693472063	3.09151899395703	2.63241461706435	3.12746135349895	0.778311174388842	0	2.44132619818391	1.79654042030939	2.27330760696755	2.93042273807842	1.00722596869794	3.72215832524307	0	0	4.72601763706735
LOH12CR2	9	12	9	7	6	5	2	5	7	12	8	7	10	0	1	0	6.50616489652284	9.60813232166475	6.95591773640332	6.14230077315016	6.2549227069979	3.89155587194421	3.36650712897332	4.06887699697319	6.28789147108286	6.81992282090265	7.81446063487578	7.05058178088559	7.44431665048615	0	4.16213727428399	0
LONP1	12	15	19	13	14	7	14	15	10	20	14	7	19	0	0	2	8.67488652869712	12.0101654020809	14.6847152212959	11.4071300072789	14.5948196496618	5.4481782207219	23.5655499028133	12.2066309909196	8.98270210154694	11.3665380348378	13.6753061110326	7.05058178088559	14.1442016359237	0	0	4.72601763706735
LONP2	36	31	34	41	22	24	17	34	30	66	24	27	22	7	4	12	26.0246595860914	24.8210084976339	26.2779114486348	35.9763330998795	22.9347165923256	18.6794681853322	28.6153105962733	27.6683635794177	26.9481063046408	37.5095755149646	23.4433819046274	27.1951011548444	16.3774966310695	36.6078532269952	16.648549097136	28.3561058224041
LONRF1	6	6	1	4	3	2	2	3	4	5	3	3	2	0	3	4	4.33744326434856	4.80406616083238	0.772879748489258	3.5098861560858	3.12746135349895	1.55662234877768	3.36650712897332	2.44132619818391	3.59308084061878	2.84163450870944	2.93042273807842	3.02167790609383	1.48886333009723	0	12.486411822852	9.4520352741347
LONRF2	3	2	4	3	2	0	1	3	4	4	3	0	3	1	2	2	2.16872163217428	1.60135538694413	3.09151899395703	2.63241461706435	2.08497423566597	0	1.68325356448666	2.44132619818391	3.59308084061878	2.27330760696755	2.93042273807842	0	2.23329499514584	5.22969331814218	8.32427454856799	4.72601763706735
LOX	353	347	260	246	181	248	141	321	355	490	245	198	262	65	70	117	255.18624538584	277.835159634806	200.948734607207	215.857998599277	188.69016832777	193.021171248433	237.338752592619	261.221903205679	318.885924604916	278.480181853525	239.317856943071	199.430741802193	195.041096242737	339.930065679242	291.34960919988	276.47203176844
LOXL1	31	24	25	22	24	36	20	37	22	35	19	28	29	3	5	2	22.4101235324676	19.2162646433295	19.3219937122314	19.3043738584719	25.0196908279916	28.0192022779983	33.6650712897332	30.1096897776016	19.7619446234033	19.8914415609661	18.55934400783	28.2023271235424	21.5885182864098	15.6890799544265	20.81068637142	4.72601763706735
LOXL1-AS1	4	14	10	7	6	10	3	12	12	17	13	13	6	1	2	2	2.89162884289904	11.2094877086089	7.72879748489258	6.14230077315016	6.2549227069979	7.78311174388842	5.04976069345999	9.76530479273564	10.7792425218563	9.66155732961209	12.6984985316732	13.0939375930732	4.46658999029169	5.22969331814218	8.32427454856799	4.72601763706735
LOXL2	258	263	195	198	156	202	112	286	246	423	194	182	284	31	49	102	186.510060366988	210.578233383152	150.711550955405	173.739364726247	162.627990381945	157.218857226546	188.524399222506	232.739764226866	220.974471698055	240.402279436819	189.500670395738	183.315126303025	211.418592873807	162.120492862408	203.944726439916	241.026899490435
LOXL3	4	3	2	4	2	0	1	4	3	4	2	3	3	0	0	0	2.89162884289904	2.40203308041619	1.54575949697852	3.5098861560858	2.08497423566597	0	1.68325356448666	3.25510159757855	2.69481063046408	2.27330760696755	1.95361515871895	3.02167790609383	2.23329499514584	0	0	0
LOXL4	11	10	5	3	4	7	3	6	5	18	9	8	10	0	1	3	7.95197931797236	8.00677693472063	3.86439874244629	2.63241461706435	4.16994847133193	5.4481782207219	5.04976069345999	4.88265239636782	4.49135105077347	10.229884231354	8.79126821423526	8.05780774958354	7.44431665048615	0	4.16213727428399	7.08902645560102
LPAL2	3	0	0	1	2	1	1	2	1	1	3	1	5	0	0	1	2.16872163217428	0	0	0.877471539021451	2.08497423566597	0.778311174388842	1.68325356448666	1.62755079878927	0.898270210154694	0.568326901741888	2.93042273807842	1.00722596869794	3.72215832524307	0	0	2.36300881853367
LPAR1	33	18	23	14	31	32	13	34	18	26	12	24	31	5	3	9	23.8559379539171	14.4121984824971	17.7762342152529	12.2846015463003	32.3171006528225	24.905957580443	21.8822963383266	27.6683635794177	16.1688637827845	14.7764994452891	11.7216909523137	24.1734232487506	23.0773816165071	26.1484665907109	12.486411822852	21.2670793668031
LPAR6	10	14	14	12	13	13	4	11	11	21	6	10	15	2	3	5	7.2290721072476	11.2094877086089	10.8203164788496	10.5296584682574	13.5523325318288	10.118045267055	6.73301425794665	8.95152939334101	9.88097231170163	11.9348649365796	5.86084547615684	10.0722596869794	11.1664749757292	10.4593866362844	12.486411822852	11.8150440926684
LPCAT1	1	2	2	2	2	3	3	2	0	5	0	8	1	1	2	0	0.72290721072476	1.60135538694413	1.54575949697852	1.7549430780429	2.08497423566597	2.33493352316653	5.04976069345999	1.62755079878927	0	2.84163450870944	0	8.05780774958354	0.744431665048615	5.22969331814218	8.32427454856799	0
LPCAT2	50	50	21	40	22	40	19	60	44	51	30	48	43	4	8	16	36.145360536238	40.0338846736031	16.2304747182744	35.098861560858	22.9347165923256	31.1324469755537	31.9818177252466	48.8265239636782	39.5238892468065	28.9846719888363	29.3042273807842	48.3468464975012	32.0105615970904	20.9187732725687	33.297098194272	37.8081410965388
LPCAT3	11	7	6	8	6	8	4	7	5	12	5	4	7	0	1	2	7.95197931797236	5.60474385430444	4.63727849093555	7.01977231217161	6.2549227069979	6.22648939511074	6.73301425794665	5.69642779576246	4.49135105077347	6.81992282090265	4.88403789679737	4.02890387479177	5.2110216553403	0	4.16213727428399	4.72601763706735
LPCAT4	5	6	1	9	1	5	4	6	7	3	7	5	2	1	0	5	3.6145360536238	4.80406616083238	0.772879748489258	7.89724385119306	1.04248711783298	3.89155587194421	6.73301425794665	4.88265239636782	6.28789147108286	1.70498070522566	6.83765305551631	5.03612984348971	1.48886333009723	5.22969331814218	0	11.8150440926684
LPGAT1	29	32	23	19	25	23	11	32	25	49	18	26	23	4	3	13	20.964309111018	25.621686191106	17.7762342152529	16.6719592414076	26.0621779458246	17.9011570109434	18.5157892093533	26.0408127806284	22.4567552538673	27.8480181853525	17.5825364284705	26.1878751861465	17.1219282961181	20.9187732725687	12.486411822852	30.7191146409378
LPHN1	5	2	10	2	6	7	2	8	4	7	4	4	13	1	0	0	3.6145360536238	1.60135538694413	7.72879748489258	1.7549430780429	6.2549227069979	5.4481782207219	3.36650712897332	6.5102031951571	3.59308084061878	3.97828831219321	3.90723031743789	4.02890387479177	9.67761164563199	5.22969331814218	0	0
LPHN2	20	12	13	10	6	19	7	9	13	12	10	7	13	1	1	4	14.4581442144952	9.60813232166475	10.0474367303604	8.77471539021451	6.2549227069979	14.787912313388	11.7827749514066	7.32397859455173	11.677512732011	6.81992282090265	9.76807579359473	7.05058178088559	9.67761164563199	5.22969331814218	4.16213727428399	9.4520352741347
LPIN1	37	26	31	19	28	15	14	21	24	27	13	14	27	2	7	13	26.7475667968161	20.8176200302736	23.959272203167	16.6719592414076	29.1896392993235	11.6746676158326	23.5655499028133	17.0892833872874	21.5584850437127	15.344826347031	12.6984985316732	14.1011635617712	20.0996549563126	10.4593866362844	29.134960919988	30.7191146409378
LPIN2	42	30	37	34	35	37	17	23	22	44	14	27	36	5	3	19	30.3621028504399	24.0203308041619	28.5965506941025	29.8340323267293	36.4870491241544	28.7975134523872	28.6153105962733	18.7168341860767	19.7619446234033	25.0063836766431	13.6753061110326	27.1951011548444	26.7995399417501	26.1484665907109	12.486411822852	44.8971675521398
LPIN3	1	4	2	0	5	4	2	5	4	6	3	2	6	0	0	1	0.72290721072476	3.20271077388825	1.54575949697852	0	5.21243558916492	3.11324469755537	3.36650712897332	4.06887699697319	3.59308084061878	3.40996141045133	2.93042273807842	2.01445193739588	4.46658999029169	0	0	2.36300881853367
LPL	5	0	2	0	0	3	1	1	3	0	5	1	6	4	1	0	3.6145360536238	0	1.54575949697852	0	0	2.33493352316653	1.68325356448666	0.813775399394637	2.69481063046408	0	4.88403789679737	1.00722596869794	4.46658999029169	20.9187732725687	4.16213727428399	0
LPP	144	151	121	99	93	94	54	123	95	188	117	87	121	18	36	52	104.098638344365	120.902331714281	93.5184495672002	86.8696823631237	96.9513019584674	73.1612503925512	90.8956924822798	100.09437412554	85.3356699646959	106.845457527475	114.286486785058	87.628659276721	90.0762314708824	94.1344797265592	149.836941874224	122.876458563751
LPP-AS2	1	5	3	1	2	3	0	5	2	5	4	4	2	0	0	0	0.72290721072476	4.00338846736031	2.31863924546777	0.877471539021451	2.08497423566597	2.33493352316653	0	4.06887699697319	1.79654042030939	2.84163450870944	3.90723031743789	4.02890387479177	1.48886333009723	0	0	0
LPPR2	4	7	5	3	7	3	1	6	6	3	5	2	5	1	1	2	2.89162884289904	5.60474385430444	3.86439874244629	2.63241461706435	7.29740982483088	2.33493352316653	1.68325356448666	4.88265239636782	5.38962126092816	1.70498070522566	4.88403789679737	2.01445193739588	3.72215832524307	5.22969331814218	4.16213727428399	4.72601763706735
LPXN	7	7	2	2	2	4	2	4	2	6	3	1	5	0	0	1	5.06035047507332	5.60474385430444	1.54575949697852	1.7549430780429	2.08497423566597	3.11324469755537	3.36650712897332	3.25510159757855	1.79654042030939	3.40996141045133	2.93042273807842	1.00722596869794	3.72215832524307	0	0	2.36300881853367
LRAT	3	1	3	2	0	0	0	2	2	3	2	0	3	0	0	1	2.16872163217428	0.800677693472063	2.31863924546777	1.7549430780429	0	0	0	1.62755079878927	1.79654042030939	1.70498070522566	1.95361515871895	0	2.23329499514584	0	0	2.36300881853367
LRBA	17	16	10	17	8	11	10	17	15	23	10	11	12	2	1	9	12.2894225823209	12.810843095553	7.72879748489258	14.9170161633647	8.33989694266387	8.56142291827727	16.8325356448666	13.8341817897088	13.4740531523204	13.0715187400634	9.76807579359473	11.0794856556774	8.93317998058338	10.4593866362844	4.16213727428399	21.2670793668031
LRCH1	13	12	10	9	6	5	4	11	4	15	3	8	5	1	5	4	9.39779373942188	9.60813232166475	7.72879748489258	7.89724385119306	6.2549227069979	3.89155587194421	6.73301425794665	8.95152939334101	3.59308084061878	8.52490352612832	2.93042273807842	8.05780774958354	3.72215832524307	5.22969331814218	20.81068637142	9.4520352741347
LRCH2	1	1	0	5	1	2	2	3	2	4	1	1	2	0	1	1	0.72290721072476	0.800677693472063	0	4.38735769510726	1.04248711783298	1.55662234877768	3.36650712897332	2.44132619818391	1.79654042030939	2.27330760696755	0.976807579359473	1.00722596869794	1.48886333009723	0	4.16213727428399	2.36300881853367
LRCH3	1	3	5	5	1	2	1	2	4	2	2	5	3	0	1	0	0.72290721072476	2.40203308041619	3.86439874244629	4.38735769510726	1.04248711783298	1.55662234877768	1.68325356448666	1.62755079878927	3.59308084061878	1.13665380348378	1.95361515871895	5.03612984348971	2.23329499514584	0	4.16213727428399	0
LRCH4	2	1	1	0	2	1	1	0	0	4	1	0	0	0	0	1	1.44581442144952	0.800677693472063	0.772879748489258	0	2.08497423566597	0.778311174388842	1.68325356448666	0	0	2.27330760696755	0.976807579359473	0	0	0	0	2.36300881853367
LRFN4	5	1	7	2	0	3	1	5	2	1	2	2	4	0	0	0	3.6145360536238	0.800677693472063	5.4101582394248	1.7549430780429	0	2.33493352316653	1.68325356448666	4.06887699697319	1.79654042030939	0.568326901741888	1.95361515871895	2.01445193739588	2.97772666019446	0	0	0
LRG1	3	0	2	0	0	0	1	3	2	3	0	3	1	2	0	0	2.16872163217428	0	1.54575949697852	0	0	0	1.68325356448666	2.44132619818391	1.79654042030939	1.70498070522566	0	3.02167790609383	0.744431665048615	10.4593866362844	0	0
LRIF1	44	46	53	40	42	46	17	34	60	66	39	33	48	5	5	10	31.8079172718894	36.8311738997149	40.9626266699307	35.098861560858	43.7844589489853	35.8023140218868	28.6153105962733	27.6683635794177	53.8962126092816	37.5095755149646	38.0954955950195	33.2384569670321	35.7327199223335	26.1484665907109	20.81068637142	23.6300881853367
LRIG1	10	10	6	8	7	9	6	8	10	10	5	6	6	1	3	1	7.2290721072476	8.00677693472063	4.63727849093555	7.01977231217161	7.29740982483088	7.00480056949958	10.09952138692	6.5102031951571	8.98270210154694	5.68326901741888	4.88403789679737	6.04335581218765	4.46658999029169	5.22969331814218	12.486411822852	2.36300881853367
LRIG2	8	8	1	6	4	7	1	9	16	11	3	3	4	2	2	8	5.78325768579808	6.4054215477765	0.772879748489258	5.26482923412871	4.16994847133193	5.4481782207219	1.68325356448666	7.32397859455173	14.3723233624751	6.25159591916076	2.93042273807842	3.02167790609383	2.97772666019446	10.4593866362844	8.32427454856799	18.9040705482694
LRIG3	2	4	4	1	3	5	2	6	6	7	3	7	2	1	1	1	1.44581442144952	3.20271077388825	3.09151899395703	0.877471539021451	3.12746135349895	3.89155587194421	3.36650712897332	4.88265239636782	5.38962126092816	3.97828831219321	2.93042273807842	7.05058178088559	1.48886333009723	5.22969331814218	4.16213727428399	2.36300881853367
LRMP	5	0	1	2	0	0	1	3	1	2	0	1	4	0	0	1	3.6145360536238	0	0.772879748489258	1.7549430780429	0	0	1.68325356448666	2.44132619818391	0.898270210154694	1.13665380348378	0	1.00722596869794	2.97772666019446	0	0	2.36300881853367
LRP1	148	136	149	116	98	165	71	119	126	186	117	108	138	14	15	36	106.990267187264	108.892166312201	115.159082524899	101.786698526488	102.163737547632	128.421343774159	119.511003078553	96.8392725279618	113.182046479491	105.708803723991	114.286486785058	108.780404619378	102.731569776709	73.2157064539905	62.4320591142599	85.0683174672123
LRP10	50	53	49	60	28	52	26	47	45	65	47	54	42	7	10	11	36.145360536238	42.4359177540193	37.8711076759736	52.6482923412871	29.1896392993235	40.4721810682198	43.7645926766532	38.2474437715479	40.4221594569612	36.9412486132227	45.9099562298952	54.3902023096889	31.2661299320418	36.6078532269952	41.6213727428399	25.9930970038704
LRP11	17	14	16	10	15	22	6	10	6	17	8	10	9	2	3	4	12.2894225823209	11.2094877086089	12.3660759758281	8.77471539021451	15.6373067674947	17.1228458365545	10.09952138692	8.13775399394637	5.38962126092816	9.66155732961209	7.81446063487578	10.0722596869794	6.69988498543753	10.4593866362844	12.486411822852	9.4520352741347
LRP12	25	24	30	37	28	26	12	36	15	35	20	29	22	8	5	12	18.072680268119	19.2162646433295	23.1863924546777	32.4664469437937	29.1896392993235	20.2360905341099	20.1990427738399	29.2959143782069	13.4740531523204	19.8914415609661	19.5361515871895	29.2095530922403	16.3774966310695	41.8375465451374	20.81068637142	28.3561058224041
LRP2BP	4	2	4	4	1	3	3	6	4	8	3	5	4	5	1	2	2.89162884289904	1.60135538694413	3.09151899395703	3.5098861560858	1.04248711783298	2.33493352316653	5.04976069345999	4.88265239636782	3.59308084061878	4.5466152139351	2.93042273807842	5.03612984348971	2.97772666019446	26.1484665907109	4.16213727428399	4.72601763706735
LRP3	1	7	2	4	3	3	0	4	5	6	4	2	2	1	1	0	0.72290721072476	5.60474385430444	1.54575949697852	3.5098861560858	3.12746135349895	2.33493352316653	0	3.25510159757855	4.49135105077347	3.40996141045133	3.90723031743789	2.01445193739588	1.48886333009723	5.22969331814218	4.16213727428399	0
LRP4	2	2	2	3	1	1	3	6	4	4	2	3	4	0	0	0	1.44581442144952	1.60135538694413	1.54575949697852	2.63241461706435	1.04248711783298	0.778311174388842	5.04976069345999	4.88265239636782	3.59308084061878	2.27330760696755	1.95361515871895	3.02167790609383	2.97772666019446	0	0	0
LRP5	5	3	3	4	5	8	1	5	3	5	2	4	2	1	1	0	3.6145360536238	2.40203308041619	2.31863924546777	3.5098861560858	5.21243558916492	6.22648939511074	1.68325356448666	4.06887699697319	2.69481063046408	2.84163450870944	1.95361515871895	4.02890387479177	1.48886333009723	5.22969331814218	4.16213727428399	0
LRP5L	0	0	0	0	0	0	1	0	1	0	2	0	0	1	1	1	0	0	0	0	0	0	1.68325356448666	0	0.898270210154694	0	1.95361515871895	0	0	5.22969331814218	4.16213727428399	2.36300881853367
LRP6	24	17	20	25	18	20	11	29	23	37	12	10	20	5	5	7	17.3497730573942	13.6115207890251	15.4575949697852	21.9367884755363	18.7647681209937	15.5662234877768	18.5157892093533	23.5994865824445	20.660214833558	21.0280953644498	11.7216909523137	10.0722596869794	14.8886333009723	26.1484665907109	20.81068637142	16.5410617297357
LRP8	2	2	1	0	1	1	1	0	2	3	1	1	1	0	0	1	1.44581442144952	1.60135538694413	0.772879748489258	0	1.04248711783298	0.778311174388842	1.68325356448666	0	1.79654042030939	1.70498070522566	0.976807579359473	1.00722596869794	0.744431665048615	0	0	2.36300881853367
LRPAP1	113	105	119	81	69	92	40	88	92	145	91	72	153	4	10	21	81.6885148118979	84.0711578145666	91.9726900702217	71.0751946607376	71.9316111304758	71.6046280437735	67.3301425794665	71.6122351467281	82.6408593342318	82.4074007525737	88.8894897217121	72.5202697462518	113.898044752438	20.9187732725687	41.6213727428399	49.6231851892072
LRPPRC	38	30	21	43	27	38	13	25	25	32	15	35	26	7	8	11	27.4704740075409	24.0203308041619	16.2304747182744	37.7312761779224	28.1471521814905	29.575824626776	21.8822963383266	20.3443849848659	22.4567552538673	18.1864608557404	14.6521136903921	35.252908904428	19.355223291264	36.6078532269952	33.297098194272	25.9930970038704
LRR1	19	20	16	13	12	13	8	20	15	19	16	13	20	2	0	0	13.7352370037704	16.0135538694413	12.3660759758281	11.4071300072789	12.5098454139958	10.118045267055	13.4660285158933	16.2755079878927	13.4740531523204	10.7982111330959	15.6289212697516	13.0939375930732	14.8886333009723	10.4593866362844	0	0
LRRC1	6	6	2	2	3	5	0	1	5	7	3	6	3	0	1	2	4.33744326434856	4.80406616083238	1.54575949697852	1.7549430780429	3.12746135349895	3.89155587194421	0	0.813775399394637	4.49135105077347	3.97828831219321	2.93042273807842	6.04335581218765	2.23329499514584	0	4.16213727428399	4.72601763706735
LRRC14	1	3	0	1	0	3	0	1	1	2	2	1	1	1	2	0	0.72290721072476	2.40203308041619	0	0.877471539021451	0	2.33493352316653	0	0.813775399394637	0.898270210154694	1.13665380348378	1.95361515871895	1.00722596869794	0.744431665048615	5.22969331814218	8.32427454856799	0
LRRC15	2	2	1	3	4	0	0	1	1	4	4	0	2	2	1	0	1.44581442144952	1.60135538694413	0.772879748489258	2.63241461706435	4.16994847133193	0	0	0.813775399394637	0.898270210154694	2.27330760696755	3.90723031743789	0	1.48886333009723	10.4593866362844	4.16213727428399	0
LRRC16A	27	23	31	27	11	18	8	22	20	31	12	21	23	2	3	4	19.5184946895685	18.4155869498574	23.959272203167	23.6917315535792	11.4673582961628	14.0096011389992	13.4660285158933	17.903058786682	17.9654042030939	17.6181339539985	11.7216909523137	21.1517453426568	17.1219282961181	10.4593866362844	12.486411822852	9.4520352741347
LRRC17	590	520	593	474	462	593	236	432	413	639	387	413	547	43	54	80	426.515254327608	416.352400605473	458.31769085413	415.921509496168	481.629048438838	461.538526412584	397.247841218852	351.550972538483	370.985596793889	363.160890213066	378.024533212116	415.98432507225	407.204120781592	224.876812680114	224.755412811336	189.040705482694
LRRC19	2	1	0	2	1	3	4	0	3	2	5	0	2	0	0	1	1.44581442144952	0.800677693472063	0	1.7549430780429	1.04248711783298	2.33493352316653	6.73301425794665	0	2.69481063046408	1.13665380348378	4.88403789679737	0	1.48886333009723	0	0	2.36300881853367
LRRC2	8	11	8	7	8	3	7	9	8	17	6	6	7	1	2	5	5.78325768579808	8.80745462819269	6.18303798791406	6.14230077315016	8.33989694266387	2.33493352316653	11.7827749514066	7.32397859455173	7.18616168123755	9.66155732961209	5.86084547615684	6.04335581218765	5.2110216553403	5.22969331814218	8.32427454856799	11.8150440926684
LRRC20	1	1	1	3	0	2	0	1	0	1	0	1	3	0	0	0	0.72290721072476	0.800677693472063	0.772879748489258	2.63241461706435	0	1.55662234877768	0	0.813775399394637	0	0.568326901741888	0	1.00722596869794	2.23329499514584	0	0	0
LRRC23	2	7	6	1	3	3	5	2	1	4	5	3	5	1	0	0	1.44581442144952	5.60474385430444	4.63727849093555	0.877471539021451	3.12746135349895	2.33493352316653	8.41626782243331	1.62755079878927	0.898270210154694	2.27330760696755	4.88403789679737	3.02167790609383	3.72215832524307	5.22969331814218	0	0
LRRC25	5	4	2	3	2	5	3	5	2	7	3	2	4	2	1	0	3.6145360536238	3.20271077388825	1.54575949697852	2.63241461706435	2.08497423566597	3.89155587194421	5.04976069345999	4.06887699697319	1.79654042030939	3.97828831219321	2.93042273807842	2.01445193739588	2.97772666019446	10.4593866362844	4.16213727428399	0
LRRC27	38	21	24	19	7	18	8	22	24	29	14	21	22	4	3	8	27.4704740075409	16.8142315629133	18.5491139637422	16.6719592414076	7.29740982483088	14.0096011389992	13.4660285158933	17.903058786682	21.5584850437127	16.4814801505147	13.6753061110326	21.1517453426568	16.3774966310695	20.9187732725687	12.486411822852	18.9040705482694
LRRC28	24	16	29	28	12	33	13	23	23	29	15	22	37	0	2	5	17.3497730573942	12.810843095553	22.4135127061885	24.5692030926006	12.5098454139958	25.6842687548318	21.8822963383266	18.7168341860767	20.660214833558	16.4814801505147	14.6521136903921	22.1589713113547	27.5439716067988	0	8.32427454856799	11.8150440926684
LRRC3	5	8	4	4	1	5	3	5	8	9	5	6	4	1	1	3	3.6145360536238	6.4054215477765	3.09151899395703	3.5098861560858	1.04248711783298	3.89155587194421	5.04976069345999	4.06887699697319	7.18616168123755	5.11494211567699	4.88403789679737	6.04335581218765	2.97772666019446	5.22969331814218	4.16213727428399	7.08902645560102
LRRC32	28	28	34	28	32	29	11	26	20	35	18	22	19	6	4	8	20.2414019002933	22.4189754172178	26.2779114486348	24.5692030926006	33.3595877706555	22.5710240572764	18.5157892093533	21.1581603842606	17.9654042030939	19.8914415609661	17.5825364284705	22.1589713113547	14.1442016359237	31.3781599088531	16.648549097136	18.9040705482694
LRRC34	2	1	3	1	3	3	1	2	3	4	1	2	3	0	0	1	1.44581442144952	0.800677693472063	2.31863924546777	0.877471539021451	3.12746135349895	2.33493352316653	1.68325356448666	1.62755079878927	2.69481063046408	2.27330760696755	0.976807579359473	2.01445193739588	2.23329499514584	0	0	2.36300881853367
