Time	Species	Cell	State	Experiment	Dish	Plate	Well	ID
48	Human	A	LOP	4	8	1	B2	LOP.A.4.8.1.B2
48	Human	A	LOP	4	9	1	B3	LOP.A.4.9.1.B3
48	Human	A	LOP	8	11	1	G8	LOP.A.8.11.1.G8
