Time	Species	Cell	State	Experiment	Dish	Plate	Well	ID
48	Human	A	SOR	6	5	1	C12	SOR.A.6.5.1.C12
48	Human	A	SOR	7	3	1	E5	SOR.A.7.3.1.E5
48	Human	A	SOR	7	4	1	E6	SOR.A.7.4.1.E6
48	Human	A	SOR	8	2	1	F12	SOR.A.8.2.1.F12
