Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	TRS+DOM.A.4.15.1.B9	TRS+DOM.A.4.16.1.B10	TRS+DOM.A.5.12.1.C8	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	TRS+DOM.A.4.15.1.B9.Norm	TRS+DOM.A.4.16.1.B10.Norm	TRS+DOM.A.5.12.1.C8.Norm
SPATA20	5	10	5	18	4	9	5	9	5	7	6	4	11	19	2	5	3.40535903695396	7.54318935001715	3.61478535511118	14.3434962856281	3.79623609314862	6.50871752299475	7.7179368639979	6.80528649409905	4.12171421956597	3.69566388533121	5.367566275063	3.69269083808719	7.63255109456313	2.69299276469116	1.41865753690843	8.71183739817514
SPATA21	1	1	0	4	0	2	1	0	1	2	0	0	0	3	1	0	0.681071807390791	0.754318935001715	0	3.18744361902846	0	1.44638167177661	1.54358737279958	0	0.824342843913194	1.05590396723749	0	0	0	0.425209383898604	0.709328768454214	0
SPATA22	2	1	0	1	0	3	1	0	1	0	0	2	0	1	1	0	1.36214361478158	0.754318935001715	0	0.796860904757115	0	2.16957250766492	1.54358737279958	0	0.824342843913194	0	0	1.8463454190436	0	0.141736461299535	0.709328768454214	0
SPATA24	6	3	6	3	6	4	0	2	4	6	2	1	5	24	6	1	4.08643084434475	2.26295680500515	4.33774242613341	2.39058271427134	5.69435413972293	2.89276334355322	0	1.51228588757757	3.29737137565278	3.16771190171247	1.78918875835433	0.923172709521798	3.46934140661961	3.40167507118884	4.25597261072528	1.74236747963503
SPATA4	1	5	2	1	0	4	0	1	1	1	0	0	1	3	3	0	0.681071807390791	3.77159467500858	1.44591414204447	0.796860904757115	0	2.89276334355322	0	0.756142943788783	0.824342843913194	0.527951983618744	0	0	0.693868281323921	0.425209383898604	2.12798630536264	0
SPATA5	18	20	27	18	13	11	5	25	12	29	23	10	11	115	17	8	12.2592925330342	15.0863787000343	19.5198409176004	14.3434962856281	12.337767302733	7.95509919477136	7.7179368639979	18.9035735947196	9.89211412695833	15.3106075249436	20.5756707210749	9.23172709521798	7.63255109456313	16.2996930494465	12.0585890637216	13.9389398370802
SPATA5L1	1	4	5	5	3	1	0	3	3	7	1	4	3	9	2	1	0.681071807390791	3.01727574000686	3.61478535511118	3.98430452378557	2.84717706986146	0.723190835888306	0	2.26842883136635	2.47302853173958	3.69566388533121	0.894594379177167	3.69269083808719	2.08160484397176	1.27562815169581	1.41865753690843	1.74236747963503
SPATA6	7	4	5	0	1	3	6	8	4	1	5	4	4	15	4	2	4.76750265173554	3.01727574000686	3.61478535511118	0	0.949059023287155	2.16957250766492	9.26152423679748	6.04914355031027	3.29737137565278	0.527951983618744	4.47297189588584	3.69269083808719	2.77547312529569	2.12604691949302	2.83731507381686	3.48473495927006
SPATA6L	1	1	3	1	0	4	0	1	1	2	1	0	3	10	2	3	0.681071807390791	0.754318935001715	2.16887121306671	0.796860904757115	0	2.89276334355322	0	0.756142943788783	0.824342843913194	1.05590396723749	0.894594379177167	0	2.08160484397176	1.41736461299535	1.41865753690843	5.22710243890508
SPATA7	10	12	9	4	3	9	5	4	4	16	8	0	6	35	7	2	6.81071807390791	9.05182722002058	6.50661363920012	3.18744361902846	2.84717706986146	6.50871752299475	7.7179368639979	3.02457177515513	3.29737137565278	8.44723173789991	7.15675503341734	0	4.16320968794353	4.96077614548372	4.9653013791795	3.48473495927006
SPATA9	1	2	0	0	2	1	0	1	1	1	0	0	0	7	3	2	0.681071807390791	1.50863787000343	0	0	1.89811804657431	0.723190835888306	0	0.756142943788783	0.824342843913194	0.527951983618744	0	0	0	0.992155229096744	2.12798630536264	3.48473495927006
SPATS2	55	38	44	40	28	31	13	44	36	62	31	25	51	206	63	17	37.4589494064935	28.6641195300652	31.8101111249784	31.8744361902846	26.5736526520403	22.4189159125375	20.0666358463945	33.2702895267065	29.676342380875	32.7330229843622	27.7324257544922	23.079317738045	35.38728234752	29.1977110277042	44.6877124126155	29.6202471537955
SPATS2L	125	98	106	92	61	104	51	92	108	135	98	79	132	487	107	39	85.1339759238489	73.9232556301681	76.6334495283569	73.3112032376545	57.8926004205164	75.2118469323838	78.7229560127786	69.5651508285681	89.029027142625	71.2735177885305	87.6702491593624	72.930644052222	91.5906131347576	69.0256566528735	75.8981782246009	67.9523317057661
SPC25	7	3	4	1	0	3	1	4	4	10	5	2	5	15	5	2	4.76750265173554	2.26295680500515	2.89182828408894	0.796860904757115	0	2.16957250766492	1.54358737279958	3.02457177515513	3.29737137565278	5.27951983618744	4.47297189588584	1.8463454190436	3.46934140661961	2.12604691949302	3.54664384227107	3.48473495927006
SPCS1	623	541	628	544	512	626	252	520	541	865	537	507	729	3757	622	199	424.307736004463	408.086543835928	454.017040601964	433.49233218787	485.918219923023	452.717463266079	388.984017945494	393.194330770167	445.969478557038	456.678465830214	480.397181618139	468.048563727552	505.829977085139	532.503885102352	441.202493978521	346.731128447371
SPCS2	443	408	465	385	397	512	182	464	429	667	346	403	545	3168	536	171	301.71481067412	307.7621254807	336.175038025339	306.791448331489	376.776432245	370.273707974813	280.932901849524	350.850325917996	353.64308003876	352.143973073702	309.5296551953	372.038601937285	378.158213321537	449.021109396926	380.200219891459	297.94483901759
SPCS3	148	161	133	110	77	115	75	138	119	183	93	102	87	797	162	50	100.798627493837	121.445348535276	96.1532904459573	87.6546995232826	73.0775447931109	83.1669461271552	115.769052959968	104.347726242852	98.0967984256701	96.6152130022302	83.1972772634766	94.1636163712234	60.3665404751812	112.963959655729	114.911260489583	87.1183739817514
SPDL1	20	36	30	20	19	26	9	37	30	35	11	29	20	171	31	18	13.6214361478158	27.1554816600618	21.6887121306671	15.9372180951423	18.0321214424559	18.8029617330959	13.8922863551962	27.977288920185	24.7302853173958	18.478319426656	9.84053817094884	26.7720085761321	13.8773656264784	24.2369348822204	21.9891918220806	31.3626146334305
SPDYE7P	21	13	10	8	5	9	6	20	17	23	14	11	17	55	22	1	14.3025079552066	9.8061461550223	7.22957071022235	6.37488723805692	4.74529511643577	6.50871752299475	9.26152423679748	15.1228588757757	14.0138283465243	12.1428956232311	12.5243213084803	10.1548998047398	11.7957607825067	7.79550537147441	15.6052329059927	1.74236747963503
SPDYE8P	1	2	1	0	0	1	0	1	2	0	0	1	0	2	2	0	0.681071807390791	1.50863787000343	0.722957071022235	0	0	0.723190835888306	0	0.756142943788783	1.64868568782639	0	0	0.923172709521798	0	0.28347292259907	1.41865753690843	0
SPECC1	57	36	40	41	26	33	21	55	33	51	23	45	38	226	45	23	38.8210930212751	27.1554816600618	28.9182828408894	32.6712970950417	24.675534605466	23.8652975843141	32.4153348287912	41.5878619083831	27.2033138491354	26.925551164556	20.5756707210749	41.5427719284809	26.366994690309	32.0324402536949	31.9197945804396	40.0744520316056
SPECC1L	17	19	14	15	14	13	8	13	12	19	12	7	19	58	13	10	11.5782207256434	14.3320597650326	10.1213989943113	11.9529135713567	13.2868263260202	9.40148086654797	12.3486989823966	9.82985826925418	9.89211412695833	10.0310876887561	10.735132550126	6.46220896665259	13.1834973451545	8.22071475537302	9.22127398990478	17.4236747963503
SPECC1L-ADORA2A	5	4	3	5	5	0	1	4	2	2	0	3	1	9	1	1	3.40535903695396	3.01727574000686	2.16887121306671	3.98430452378557	4.74529511643577	0	1.54358737279958	3.02457177515513	1.64868568782639	1.05590396723749	0	2.76951812856539	0.693868281323921	1.27562815169581	0.709328768454214	1.74236747963503
SPEF2	4	3	7	6	4	9	2	5	3	6	2	4	11	35	4	3	2.72428722956316	2.26295680500515	5.06069949715565	4.78116542854269	3.79623609314862	6.50871752299475	3.08717474559916	3.78071471894392	2.47302853173958	3.16771190171247	1.78918875835433	3.69269083808719	7.63255109456313	4.96077614548372	2.83731507381686	5.22710243890508
SPEG	1	7	6	2	1	6	4	4	2	9	4	2	4	13	2	3	0.681071807390791	5.28023254501201	4.33774242613341	1.59372180951423	0.949059023287155	4.33914501532983	6.17434949119832	3.02457177515513	1.64868568782639	4.7515678525687	3.57837751670867	1.8463454190436	2.77547312529569	1.84257399689395	1.41865753690843	5.22710243890508
SPEN	37	31	24	28	23	28	18	40	35	43	35	26	23	139	38	17	25.1996568734593	23.3838869850532	17.3509697045336	22.3121053331992	21.8283575356046	20.2493434048726	27.7845727103924	30.2457177515513	28.8519995369618	22.701935295606	31.3108032712009	24.0024904475668	15.9589704704502	19.7013681206353	26.9544932012601	29.6202471537955
SPESP1	18	21	24	17	15	14	7	11	21	43	13	24	24	134	27	7	12.2592925330342	15.840697635036	17.3509697045336	13.5466353808709	14.2358853493073	10.1246717024363	10.8051116095971	8.31757238167662	17.3111997221771	22.701935295606	11.6297269293032	22.1561450285232	16.6528387517741	18.9926858141377	19.1518767482638	12.1965723574452
SPG11	16	14	13	16	15	24	11	18	18	18	11	13	17	62	16	7	10.8971489182527	10.560465090024	9.39844192328906	12.7497744761138	14.2358853493073	17.3565800613193	16.9794611007954	13.6105729881981	14.8381711904375	9.5031357051374	9.84053817094884	12.0012452237834	11.7957607825067	8.78766060057116	11.3492602952674	12.1965723574452
SPG20	174	141	135	129	111	118	65	147	127	195	107	103	134	841	143	55	118.506494485998	106.358969835242	97.5992045880018	102.795056713668	105.345551584874	85.3365186348201	100.333179231973	111.153012736951	104.691541176976	102.950636805655	95.7215985719569	95.0867890807452	92.9783496974054	119.200363952909	101.434013888953	95.8302113799265
SPG21	35	33	53	25	27	37	24	36	39	57	28	23	42	181	45	18	23.8375132586777	24.8925248550566	38.3167247641785	19.9215226189279	25.6245936287532	26.7580609278673	37.0460969471899	27.2211459763962	32.1493709126146	30.0932630662684	25.0486426169607	21.2329723190014	29.1424678156047	25.6542994952158	31.9197945804396	31.3626146334305
SPG7	13	15	10	10	9	20	3	11	13	20	12	12	18	48	9	2	8.85393349608029	11.3147840250257	7.22957071022235	7.96860904757115	8.54153120958439	14.4638167177661	4.63076211839874	8.31757238167662	10.7164569708715	10.5590396723749	10.735132550126	11.0780725142616	12.4896290638306	6.80335014237767	6.38395891608792	3.48473495927006
SPHK1	4	14	8	11	7	19	11	12	6	7	7	7	14	52	20	1	2.72428722956316	10.560465090024	5.78365656817788	8.76546995232826	6.64341316301008	13.7406258818778	16.9794611007954	9.0737153254654	4.94605706347917	3.69566388533121	6.26216065424017	6.46220896665259	9.7141559385349	7.37029598757581	14.1865753690843	1.74236747963503
SPHK2	2	2	2	0	2	1	0	3	1	3	1	3	3	16	2	0	1.36214361478158	1.50863787000343	1.44591414204447	0	1.89811804657431	0.723190835888306	0	2.26842883136635	0.824342843913194	1.58385595085623	0.894594379177167	2.76951812856539	2.08160484397176	2.26778338079256	1.41865753690843	0
SPIB	7	7	10	5	0	11	3	9	11	10	4	5	6	27	5	2	4.76750265173554	5.28023254501201	7.22957071022235	3.98430452378557	0	7.95509919477136	4.63076211839874	6.80528649409905	9.06777128304514	5.27951983618744	3.57837751670867	4.61586354760899	4.16320968794353	3.82688445508744	3.54664384227107	3.48473495927006
SPICE1	19	11	12	15	14	13	7	16	15	20	14	14	16	105	15	2	12.940364340425	8.29750828501887	8.67548485226682	11.9529135713567	13.2868263260202	9.40148086654797	10.8051116095971	12.0982871006205	12.3651426586979	10.5590396723749	12.5243213084803	12.9244179333052	11.1018925011827	14.8823284364512	10.6399315268132	3.48473495927006
SPIDR	35	24	32	46	29	40	19	24	35	46	30	30	61	161	34	14	23.8375132586777	18.1036544400412	23.1346262727115	36.6556016188273	27.5227116753275	28.9276334355322	29.328160083192	18.1474306509308	28.8519995369618	24.2857912464622	26.837831375315	27.6951812856539	42.3259651607592	22.8195702692251	24.1171781274433	24.3931447148904
SPIN1	38	33	28	25	29	30	23	23	26	44	23	28	31	161	34	14	25.8807286808501	24.8925248550566	20.2427979886226	19.9215226189279	27.5227116753275	21.6957250766492	35.5025095743903	17.391287707142	21.4329139417431	23.2298872792248	20.5756707210749	25.8488358666103	21.5099167210416	22.8195702692251	24.1171781274433	24.3931447148904
SPIN3	0	2	3	2	2	4	2	2	0	2	4	0	4	6	3	3	0	1.50863787000343	2.16887121306671	1.59372180951423	1.89811804657431	2.89276334355322	3.08717474559916	1.51228588757757	0	1.05590396723749	3.57837751670867	0	2.77547312529569	0.850418767797209	2.12798630536264	5.22710243890508
SPIN4	2	2	1	2	0	4	1	3	1	6	3	3	0	13	2	2	1.36214361478158	1.50863787000343	0.722957071022235	1.59372180951423	0	2.89276334355322	1.54358737279958	2.26842883136635	0.824342843913194	3.16771190171247	2.6837831375315	2.76951812856539	0	1.84257399689395	1.41865753690843	3.48473495927006
SPINK1	15	16	20	15	10	17	7	13	18	11	14	8	32	91	14	11	10.2160771108619	12.0691029600274	14.4591414204447	11.9529135713567	9.49059023287155	12.2942442101012	10.8051116095971	9.82985826925418	14.8381711904375	5.80747181980619	12.5243213084803	7.38538167617439	22.2037850023655	12.8980179782577	9.93060275835899	19.1660422759853
SPINT2	4	2	0	3	4	1	5	3	1	4	4	3	4	11	1	2	2.72428722956316	1.50863787000343	0	2.39058271427134	3.79623609314862	0.723190835888306	7.7179368639979	2.26842883136635	0.824342843913194	2.11180793447498	3.57837751670867	2.76951812856539	2.77547312529569	1.55910107429488	0.709328768454214	3.48473495927006
SPIRE1	93	74	89	79	39	83	46	107	111	137	77	58	97	542	106	52	63.3396780873436	55.8196011901269	64.3431793209789	62.952011475812	37.013301908199	60.0248393787294	71.0050191487807	80.9072949853998	91.5020556743646	72.329421755768	68.8837671966419	53.5440171522643	67.3052232884204	76.8211620243479	75.1888494561467	90.6031089410214
SPIRE2	2	1	1	4	1	4	1	4	2	4	0	1	2	11	1	1	1.36214361478158	0.754318935001715	0.722957071022235	3.18744361902846	0.949059023287155	2.89276334355322	1.54358737279958	3.02457177515513	1.64868568782639	2.11180793447498	0	0.923172709521798	1.38773656264784	1.55910107429488	0.709328768454214	1.74236747963503
SPN	22	12	21	15	9	10	18	40	12	44	15	21	22	71	23	5	14.9835797625974	9.05182722002058	15.1820984914669	11.9529135713567	8.54153120958439	7.23190835888306	27.7845727103924	30.2457177515513	9.89211412695833	23.2298872792248	13.4189156876575	19.3866268999578	15.2651021891263	10.063288752267	16.3145616744469	8.71183739817514
SPNS1	11	13	11	10	8	13	3	18	17	28	8	8	11	63	8	5	7.4917898812987	9.8061461550223	7.95252778124459	7.96860904757115	7.59247218629724	9.40148086654797	4.63076211839874	13.6105729881981	14.0138283465243	14.7826555413248	7.15675503341734	7.38538167617439	7.63255109456313	8.92939706187069	5.67463014763371	8.71183739817514
SPOCK1	405	341	266	287	177	270	141	343	314	461	257	228	224	1175	346	123	275.83408199327	257.222756835585	192.306580891915	228.699079665292	167.983447121826	195.261525689843	217.645819564741	259.357029719553	258.843652988743	243.385864448241	229.910755448532	210.48337777097	155.426495016558	166.540342026953	245.427753885158	214.311199995108
SPON1	1	4	2	4	2	2	0	4	2	0	3	7	1	13	0	0	0.681071807390791	3.01727574000686	1.44591414204447	3.18744361902846	1.89811804657431	1.44638167177661	0	3.02457177515513	1.64868568782639	0	2.6837831375315	6.46220896665259	0.693868281323921	1.84257399689395	0	0
SPON2	9	11	11	10	8	8	7	4	10	17	12	4	14	53	11	6	6.12964626651712	8.29750828501887	7.95252778124459	7.96860904757115	7.59247218629724	5.78552668710645	10.8051116095971	3.02457177515513	8.24342843913194	8.97518372151865	10.735132550126	3.69269083808719	9.7141559385349	7.51203244887534	7.80261645299635	10.4542048778102
SPOP	68	67	72	73	64	79	35	64	57	75	50	48	61	345	61	23	46.3128829025738	50.5393686451149	52.0529091136009	58.1708460472694	60.7397774903779	57.1320760351761	54.0255580479853	48.3931484024821	46.9875421030521	39.5963987714058	44.7297189588584	44.3122900570463	42.3259651607592	48.8990791483395	43.269054875707	40.0744520316056
SPOPL	24	31	24	18	21	18	7	31	17	37	12	11	17	102	22	7	16.345723377379	23.3838869850532	17.3509697045336	14.3434962856281	19.9302394890303	13.0174350459895	10.8051116095971	23.4404312574523	14.0138283465243	19.5342233938935	10.735132550126	10.1548998047398	11.7957607825067	14.4571190525525	15.6052329059927	12.1965723574452
SPP1	3	8	7	6	13	9	5	9	7	12	5	4	11	37	22	3	2.04321542217237	6.03455148001372	5.06069949715565	4.78116542854269	12.337767302733	6.50871752299475	7.7179368639979	6.80528649409905	5.77039990739236	6.33542380342493	4.47297189588584	3.69269083808719	7.63255109456313	5.24424906808279	15.6052329059927	5.22710243890508
SPPL2A	15	16	11	13	15	13	4	18	13	19	11	14	10	54	18	4	10.2160771108619	12.0691029600274	7.95252778124459	10.3591917618425	14.2358853493073	9.40148086654797	6.17434949119832	13.6105729881981	10.7164569708715	10.0310876887561	9.84053817094884	12.9244179333052	6.93868281323921	7.65376891017488	12.7679178321758	6.96946991854011
SPPL2B	4	4	1	0	1	6	0	2	3	2	2	0	3	11	3	0	2.72428722956316	3.01727574000686	0.722957071022235	0	0.949059023287155	4.33914501532983	0	1.51228588757757	2.47302853173958	1.05590396723749	1.78918875835433	0	2.08160484397176	1.55910107429488	2.12798630536264	0
SPPL3	26	23	30	33	20	16	9	34	23	35	28	21	29	113	28	12	17.7078669921606	17.3493355050395	21.6887121306671	26.2964098569848	18.9811804657431	11.5710533742129	13.8922863551962	25.7088600888186	18.9598854100035	18.478319426656	25.0486426169607	19.3866268999578	20.1221801583937	16.0162201268474	19.861205516718	20.9084097556203
SPR	10	12	8	8	3	12	5	5	5	11	7	4	7	33	11	3	6.81071807390791	9.05182722002058	5.78365656817788	6.37488723805692	2.84717706986146	8.67829003065967	7.7179368639979	3.78071471894392	4.12171421956597	5.80747181980619	6.26216065424017	3.69269083808719	4.85707796926745	4.67730322288465	7.80261645299635	5.22710243890508
SPRED1	32	31	29	28	17	12	14	19	15	31	24	25	23	103	27	7	21.7942978365053	23.3838869850532	20.9657550596448	22.3121053331992	16.1340033958816	8.67829003065967	21.6102232191941	14.3667159319869	12.3651426586979	16.3665114921811	21.470265100252	23.079317738045	15.9589704704502	14.5988555138521	19.1518767482638	12.1965723574452
SPRED2	10	12	5	12	5	7	5	7	7	14	7	4	5	23	1	8	6.81071807390791	9.05182722002058	3.61478535511118	9.56233085708537	4.74529511643577	5.06233585121814	7.7179368639979	5.29300060652148	5.77039990739236	7.39132777066242	6.26216065424017	3.69269083808719	3.46934140661961	3.2599386098893	0.709328768454214	13.9389398370802
SPRED3	11	4	8	8	8	6	5	16	7	22	11	11	10	43	16	1	7.4917898812987	3.01727574000686	5.78365656817788	6.37488723805692	7.59247218629724	4.33914501532983	7.7179368639979	12.0982871006205	5.77039990739236	11.6149436396124	9.84053817094884	10.1548998047398	6.93868281323921	6.09466783588	11.3492602952674	1.74236747963503
SPRTN	13	15	13	8	9	13	4	5	18	12	5	16	11	54	7	5	8.85393349608029	11.3147840250257	9.39844192328906	6.37488723805692	8.54153120958439	9.40148086654797	6.17434949119832	3.78071471894392	14.8381711904375	6.33542380342493	4.47297189588584	14.7707633523488	7.63255109456313	7.65376891017488	4.9653013791795	8.71183739817514
SPRY1	9	15	11	13	11	16	10	17	10	21	13	8	14	57	5	6	6.12964626651712	11.3147840250257	7.95252778124459	10.3591917618425	10.4396492561587	11.5710533742129	15.4358737279958	12.8544300444093	8.24342843913194	11.0869916559936	11.6297269293032	7.38538167617439	9.7141559385349	8.07897829407348	3.54664384227107	10.4542048778102
SPRY2	5	9	10	9	3	12	6	11	7	9	5	3	11	33	9	4	3.40535903695396	6.78887041501544	7.22957071022235	7.17174814281403	2.84717706986146	8.67829003065967	9.26152423679748	8.31757238167662	5.77039990739236	4.7515678525687	4.47297189588584	2.76951812856539	7.63255109456313	4.67730322288465	6.38395891608792	6.96946991854011
SPRY4	2	2	2	1	4	2	2	3	0	0	2	1	3	7	3	1	1.36214361478158	1.50863787000343	1.44591414204447	0.796860904757115	3.79623609314862	1.44638167177661	3.08717474559916	2.26842883136635	0	0	1.78918875835433	0.923172709521798	2.08160484397176	0.992155229096744	2.12798630536264	1.74236747963503
SPRYD3	28	28	31	30	21	26	11	40	32	33	19	27	38	150	33	6	19.0700106069422	21.120930180048	22.4116692016893	23.9058271427134	19.9302394890303	18.8029617330959	16.9794611007954	30.2457177515513	26.3789710052222	17.4224154594186	16.9972932043662	24.9256631570886	26.366994690309	21.2604691949302	23.4078493589891	10.4542048778102
SPRYD4	18	14	20	15	15	24	11	11	20	18	13	8	12	109	17	9	12.2592925330342	10.560465090024	14.4591414204447	11.9529135713567	14.2358853493073	17.3565800613193	16.9794611007954	8.31757238167662	16.4868568782639	9.5031357051374	11.6297269293032	7.38538167617439	8.32641937588706	15.4492742816493	12.0585890637216	15.6813073167152
SPRYD7	19	19	16	8	13	17	5	16	15	21	12	14	17	91	27	7	12.940364340425	14.3320597650326	11.5673131363558	6.37488723805692	12.337767302733	12.2942442101012	7.7179368639979	12.0982871006205	12.3651426586979	11.0869916559936	10.735132550126	12.9244179333052	11.7957607825067	12.8980179782577	19.1518767482638	12.1965723574452
SPSB1	3	7	1	8	4	4	0	2	5	4	3	2	4	26	7	1	2.04321542217237	5.28023254501201	0.722957071022235	6.37488723805692	3.79623609314862	2.89276334355322	0	1.51228588757757	4.12171421956597	2.11180793447498	2.6837831375315	1.8463454190436	2.77547312529569	3.6851479937879	4.9653013791795	1.74236747963503
SPSB2	3	1	3	1	0	3	3	3	3	5	5	0	2	9	1	1	2.04321542217237	0.754318935001715	2.16887121306671	0.796860904757115	0	2.16957250766492	4.63076211839874	2.26842883136635	2.47302853173958	2.63975991809372	4.47297189588584	0	1.38773656264784	1.27562815169581	0.709328768454214	1.74236747963503
SPSB3	2	3	6	6	7	10	3	6	10	15	5	4	9	24	5	0	1.36214361478158	2.26295680500515	4.33774242613341	4.78116542854269	6.64341316301008	7.23190835888306	4.63076211839874	4.5368576627327	8.24342843913194	7.91927975428117	4.47297189588584	3.69269083808719	6.24481453191529	3.40167507118884	3.54664384227107	0
SPTAN1	104	89	110	109	72	99	50	124	103	142	69	77	97	485	112	43	70.8314679686423	67.1343852151527	79.5252778124459	86.8578386185255	68.3322496766751	71.5958927529423	77.179368639979	93.7617250298092	84.907312923059	74.9691816738617	61.7270121632246	71.0842986331785	67.3052232884204	68.7421837302744	79.444822066872	74.9218016243062
SPTBN1	246	193	176	154	118	186	90	188	178	253	111	140	154	770	172	79	167.543664618135	145.583554455331	127.240444499913	122.716579332596	111.988964747884	134.513495475225	138.922863551962	142.154873432291	146.733026216549	133.571851855542	99.2999760886656	129.244179333052	106.855715323884	109.137075200642	122.004548174125	137.647030891167
SPTLC1	134	137	166	136	140	166	56	140	110	170	105	122	156	834	129	56	91.263622190366	103.341694095235	120.010873789691	108.373083046968	132.868263260202	120.049678757459	86.4408928767765	105.86001213043	90.6777128304514	89.7518372151865	93.9324098136026	112.627070561659	108.243451886532	118.208208723812	91.5034111305936	97.5725788595616
SPTLC2	23	36	27	29	20	17	11	32	30	36	24	19	25	118	29	6	15.6646515699882	27.1554816600618	19.5198409176004	23.1089662379563	18.9811804657431	12.2942442101012	16.9794611007954	24.1965742012411	24.7302853173958	19.0062714102748	21.470265100252	17.5402814809142	17.346707033098	16.7249024333451	20.5705342851722	10.4542048778102
SPTLC3	1	1	1	1	3	1	0	0	0	3	0	0	1	8	1	3	0.681071807390791	0.754318935001715	0.722957071022235	0.796860904757115	2.84717706986146	0.723190835888306	0	0	0	1.58385595085623	0	0	0.693868281323921	1.13389169039628	0.709328768454214	5.22710243890508
SPTSSA	168	144	164	150	167	200	58	151	133	244	93	158	196	1040	158	53	114.420063641653	108.621926640247	118.564959647647	119.529135713567	158.492856888955	144.638167177661	89.5280676223756	114.177584512106	109.637598240455	128.820284002974	83.1972772634766	145.861288104444	135.998183139489	147.405919751516	112.073945415766	92.3454764206565
SPTY2D1	50	50	41	44	28	47	21	59	47	68	40	52	42	267	56	13	34.0535903695396	37.7159467500858	29.6412399119116	35.061879809313	26.5736526520403	33.9899692867504	32.4153348287912	44.6124336835382	38.7441136639201	35.9007348860746	35.7837751670867	48.0049808951335	29.1424678156047	37.8436351669758	39.722411033436	22.6507772352554
SPTY2D1-AS1	2	1	2	1	2	1	0	2	0	1	1	2	0	5	2	0	1.36214361478158	0.754318935001715	1.44591414204447	0.796860904757115	1.89811804657431	0.723190835888306	0	1.51228588757757	0	0.527951983618744	0.894594379177167	1.8463454190436	0	0.708682306497674	1.41865753690843	0
SQLE	23	32	22	25	14	28	5	21	18	35	19	24	17	132	24	8	15.6646515699882	24.1382059200549	15.9050555624892	19.9215226189279	13.2868263260202	20.2493434048726	7.7179368639979	15.8790018195645	14.8381711904375	18.478319426656	16.9972932043662	22.1561450285232	11.7957607825067	18.7092128915386	17.0238904429011	13.9389398370802
SQRDL	18	16	21	17	21	19	6	11	17	27	22	13	22	124	23	11	12.2592925330342	12.0691029600274	15.1820984914669	13.5466353808709	19.9302394890303	13.7406258818778	9.26152423679748	8.31757238167662	14.0138283465243	14.2547035577061	19.6810763418977	12.0012452237834	15.2651021891263	17.5753212011423	16.3145616744469	19.1660422759853
SQSTM1	274	244	196	179	143	206	77	235	213	357	184	147	248	986	237	80	186.613675225077	184.053820140419	141.699585920358	142.638101951524	135.715440330063	148.977312192991	118.856227705568	177.693591790364	175.58502575351	188.478858151892	164.605365768599	135.706388299704	172.079333768332	139.752150841341	168.110918123649	139.389398370802
SRA1	86	53	74	61	63	67	27	67	80	98	40	50	74	432	60	22	58.572175435608	39.9789035550909	53.4988232556454	48.608515190184	59.7907184670908	48.4537860045165	41.6768590655887	50.6615772338485	65.9474275130555	51.7392943946369	35.7837751670867	46.1586354760899	51.3462528179702	61.230151281399	42.5597261072528	38.3320845519706
SRBD1	27	26	23	30	13	23	12	23	27	32	23	19	37	177	23	12	18.3889387995514	19.6122923100446	16.6280126335114	23.9058271427134	12.337767302733	16.633389225431	18.523048473595	17.391287707142	22.2572567856562	16.8944634757998	20.5756707210749	17.5402814809142	25.6731264089851	25.0873536500177	16.3145616744469	20.9084097556203
SRC	0	0	1	2	0	2	1	1	0	3	1	0	0	4	1	0	0	0	0.722957071022235	1.59372180951423	0	1.44638167177661	1.54358737279958	0.756142943788783	0	1.58385595085623	0.894594379177167	0	0	0.566945845198139	0.709328768454214	0
SRCAP	4	6	4	1	1	2	1	6	4	5	3	3	3	20	6	1	2.72428722956316	4.52591361001029	2.89182828408894	0.796860904757115	0.949059023287155	1.44638167177661	1.54358737279958	4.5368576627327	3.29737137565278	2.63975991809372	2.6837831375315	2.76951812856539	2.08160484397176	2.8347292259907	4.25597261072528	1.74236747963503
SRD5A1	7	0	3	6	4	2	5	1	1	4	1	4	2	14	4	1	4.76750265173554	0	2.16887121306671	4.78116542854269	3.79623609314862	1.44638167177661	7.7179368639979	0.756142943788783	0.824342843913194	2.11180793447498	0.894594379177167	3.69269083808719	1.38773656264784	1.98431045819349	2.83731507381686	1.74236747963503
