Cell	Plate	Condition1	Condition2	Gene	logFC	logCPM	PValue	FDR
A	1	CTRL	SOR	TMEM41B	0.52111439832803	5.08776562162107	0.00189400235025677	0.00804199410624897
A	1	CTRL	SOR	TMEM43	-0.753680668255227	6.85946507245972	2.56233770874506e-07	2.72019050047042e-06
A	1	CTRL	SOR	TMEM45A	-0.444316305483913	7.92714432582136	0.0012325480826326	0.00553547302588406
A	1	CTRL	SOR	TMEM5	0.509005268395065	4.25927094668684	0.00804831496518634	0.0276385033840579
A	1	CTRL	SOR	TMEM50A	-0.415338687087504	6.92090091355431	0.00487002585234669	0.0181618158420364
A	1	CTRL	SOR	TMEM51	1.84394382546909	1.42013554686375	0.00485804238840675	0.0181329256590531
A	1	CTRL	SOR	TMEM54	0.983108774336866	2.36113508018453	0.0129127248111154	0.0407970931532287
A	1	CTRL	SOR	TMEM55A	0.865276696637474	4.51765523898798	3.97004301152566e-06	3.30365212365454e-05
A	1	CTRL	SOR	TMEM55B	1.03591154009621	3.13681480735374	0.000227694424575347	0.00125800189825622
A	1	CTRL	SOR	TMEM62	1.38112915510618	2.16617272367229	0.000857076920122288	0.00404293447993026
A	1	CTRL	SOR	TMEM64	-1.14614606975539	3.58114814204587	0.000316076459983122	0.00167842090412873
A	1	CTRL	SOR	TMEM65	0.892814302105932	2.52094582492993	0.0193324381612479	0.0569592716820612
A	1	CTRL	SOR	TMEM68	0.521624804860889	4.53939350011374	0.00560746023581949	0.0204262585403919
A	1	CTRL	SOR	TMEM70	0.515114196739723	3.86553081346593	0.0310278490404801	0.0840854993335819
A	1	CTRL	SOR	TMEM71	4.82462084805684	2.49367180788558	4.82950440627417e-32	5.21099467029919e-30
A	1	CTRL	SOR	TMEM81	1.40782325253028	1.55925701908351	0.0183757287841634	0.0546673673745734
A	1	CTRL	SOR	TMEM87A	0.37986232046046	6.40159982535819	0.0061914376281212	0.0221751908354466
A	1	CTRL	SOR	TMEM91	0.853278959490392	2.49224166477578	0.0241326960632441	0.0683271923819304
A	1	CTRL	SOR	TMEM98	-1.31497670708202	6.64749004143378	2.33793305425041e-16	8.70117693234064e-15
A	1	CTRL	SOR	TMEM99	0.447194192418524	5.46512571821074	0.003122785826432	0.0123716661559355
A	1	CTRL	SOR	TMEM9B	-1.23011916609051	5.01565360182463	1.4225236198116e-09	2.23290993623239e-08
A	1	CTRL	SOR	TMF1	0.993534271071162	6.21143474534435	2.14150623531069e-13	5.89844626689453e-12
A	1	CTRL	SOR	TMOD3	-0.676993745527329	7.6701833235653	1.28028752413638e-06	1.18180386843358e-05
A	1	CTRL	SOR	TMPO	-1.07751530081161	5.24130275839829	8.70256938967482e-09	1.19723464213244e-07
A	1	CTRL	SOR	TMSB10	-0.467520860902786	12.6663298029411	0.000483287466590682	0.00244307522481274
A	1	CTRL	SOR	TMSB4X	-1.11692352462377	13.4878433963839	1.54992916641882e-15	5.37867310724801e-14
A	1	CTRL	SOR	TMTC1	1.39410927535444	3.38714414352659	9.26691587286566e-08	1.06810771820103e-06
A	1	CTRL	SOR	TMTC3	-0.641178412504507	4.87599132589739	0.00104504330689767	0.00480084295547982
A	1	CTRL	SOR	TMX1	-0.887896821586339	6.04218123799433	5.02332873386831e-08	6.09060820990265e-07
A	1	CTRL	SOR	TMX4	0.525564632601637	3.62899353498488	0.0288671459830198	0.0791996056457209
A	1	CTRL	SOR	TNC	-0.777042021472048	4.78454059777913	0.000287580945087025	0.00154499553762234
A	1	CTRL	SOR	TNFAIP3	1.53926966024997	3.14315219642656	8.23165535842785e-08	9.61732982731698e-07
