Time	Species	Cell	State	Experiment	Dish	Plate	Well	ID
48	Human	A	DTP	7	9	1	E11	DTP.A.7.9.1.E11
48	Human	A	DTP	7	10	1	E12	DTP.A.7.10.1.E12
48	Human	A	DTP	8	5	1	G3	DTP.A.8.5.1.G3
