Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	SUN+DOM.A.6.22.1.D12	SUN+DOM.A.6.23.1.E1	SUN+DOM.A.6.24.1.E2	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	SUN+DOM.A.6.22.1.D12.Norm	SUN+DOM.A.6.23.1.E1.Norm	SUN+DOM.A.6.24.1.E2.Norm
NAT1	6	14	14	13	13	5	5	12	12	12	18	10	10	17	19	17	4.07630205263967	10.5398239815709	10.0944660266264	10.3272349926525	12.3008076311341	3.60825130339522	7.67879754327909	9.04956783308223	9.86195672506852	6.31824109010286	16.0611278447414	9.20388740288185	6.92768777167435	11.9256434179428	20.5000524792851	15.785023325217
NAT10	13	15	17	9	7	16	11	8	17	18	17	11	18	20	14	10	8.83198778071928	11.2926685516831	12.257565889475	7.14962422568253	6.62351180137988	11.5464041708647	16.893354595214	6.03304522205482	13.9711053605137	9.47736163515429	15.168842964478	10.12427614317	12.4698379890138	14.0301687269915	15.1053018268416	9.28530783836294
NAT14	6	2	7	4	2	4	2	4	2	1	5	4	5	3	3	2	4.07630205263967	1.50568914022442	5.04723301331322	3.17761076697001	1.89243194325139	2.88660104271617	3.07151901731163	3.01652261102741	1.64365945417809	0.526520090841905	4.46142440131704	3.68155496115274	3.46384388583718	2.10452530904873	3.23685039146607	1.85706156767259
NAT9	15	12	12	9	6	15	3	11	9	17	10	9	8	7	4	9	10.1907551315992	9.03413484134652	8.65239945139409	7.14962422568253	5.67729582975418	10.8247539101856	4.60727852596745	8.29543718032538	7.39646754380139	8.95084154431239	8.92284880263409	8.28349866259367	5.54215021733948	4.91055905444704	4.31580052195475	8.35677705452664
NAV1	98	87	78	81	64	76	45	82	87	132	93	71	58	78	63	62	66.5796001931146	65.4974775997623	56.2405964340616	64.3466180311428	60.5578221840446	54.8454198116073	69.1091778895118	61.8387135260619	71.4991862567467	69.5006519911315	82.982493864497	65.3476005604612	40.1805890757112	54.717658035267	67.9738582207874	57.5689085978502
NAV2	15	15	13	15	14	17	8	14	17	22	17	8	11	14	10	8	10.1907551315992	11.2926685516831	9.37343273901026	11.9160403761376	13.2470236027598	12.2680544315437	12.2860760692465	10.5578291385959	13.9711053605137	11.5834419985219	15.168842964478	7.36310992230548	7.62045654884179	9.82111810889408	10.7895013048869	7.42824627069035
NAV3	44	41	53	28	32	29	16	29	26	34	17	25	20	35	24	24	29.8928817193576	30.8666273746006	38.2147642436572	22.2432753687901	30.2789110920223	20.9278575596923	24.5721521384931	21.8697889299487	21.3675729043151	17.9016830886248	15.168842964478	23.0097185072046	13.8553755433487	24.5527952722352	25.8948031317285	22.284738812071
NBAS	59	57	46	40	43	42	15	63	41	66	43	54	43	35	33	43	40.0836368509567	42.912140496396	33.167531230344	31.7761076697001	40.687286779905	30.3093109485198	23.0363926298373	47.5102311236817	33.6950188106508	34.7503259955657	38.3682498513266	49.700991975562	29.7890574181997	24.5527952722352	35.6053543061267	39.9268237049606
NBEA	11	9	6	5	3	12	7	16	8	13	9	9	9	11	6	3	7.47322042983939	6.77560113100989	4.32619972569704	3.97201345871252	2.83864791487709	8.65980312814852	10.7503165605907	12.0660904441096	6.57463781671234	6.84476118094477	8.03056392237068	8.28349866259367	6.23491899450692	7.71659279984535	6.47370078293213	2.78559235150888
NBEAL1	53	47	30	33	22	34	14	31	26	57	38	29	35	27	32	34	36.0073347983171	35.3836947952739	21.6309986284852	26.2152888275026	20.8167513757653	24.5361088630875	21.5006331211814	23.3780502354624	21.3675729043151	30.0116451779886	33.9068254500095	26.6912734683574	24.2469072008602	18.9407277814386	34.526404175638	31.570046650434
NBLA00301	0	1	2	0	1	4	2	1	0	0	1	0	1	1	2	1	0	0.75284457011221	1.44206657523235	0	0.946215971625697	2.88660104271617	3.07151901731163	0.754130652756852	0	0	0.892284880263409	0	0.692768777167435	0.701508436349577	2.15790026097738	0.928530783836294
NBN	47	36	40	28	29	29	18	39	44	60	27	31	39	31	23	24	31.9310327456774	27.1024045240396	28.841331504647	22.2432753687901	27.4402631771452	20.9278575596923	27.6436711558047	29.4110954575172	36.1605079919179	31.5912054505143	24.091691767112	28.5320509489337	27.01798230953	21.7467615268369	24.8158530012398	22.284738812071
NBPF1	28	23	24	25	8	20	15	34	23	32	11	15	32	30	19	25	19.0227429123184	17.3154251125808	17.3047989027882	19.8600672935626	7.56972777300558	14.4330052135809	23.0363926298373	25.640442193733	18.902083723048	16.848642906941	9.8151336828975	13.8058311043228	22.1686008693579	21.0452530904873	20.5000524792851	23.2132695959073
NBPF10	8	9	5	12	2	8	5	10	5	9	6	8	5	13	6	7	5.43506940351956	6.77560113100989	3.60516643808087	9.53283230091004	1.89243194325139	5.77320208543235	7.67879754327909	7.54130652756852	4.10914863544521	4.73868081757715	5.35370928158045	7.36310992230548	3.46384388583718	9.1196096725445	6.47370078293213	6.49971548685406
NBPF11	1	2	4	2	0	3	4	4	2	6	1	1	1	5	2	3	0.679383675439944	1.50568914022442	2.8841331504647	1.58880538348501	0	2.16495078203713	6.14303803462327	3.01652261102741	1.64365945417809	3.15912054505143	0.892284880263409	0.920388740288185	0.692768777167435	3.50754218174789	2.15790026097738	2.78559235150888
NBPF12	7	4	5	4	2	5	6	11	6	12	1	1	3	11	5	2	4.75568572807961	3.01137828044884	3.60516643808087	3.17761076697001	1.89243194325139	3.60825130339522	9.2145570519349	8.29543718032538	4.93097836253426	6.31824109010286	0.892284880263409	0.920388740288185	2.07830633150231	7.71659279984535	5.39475065244344	1.85706156767259
NBPF14	6	3	9	5	3	8	7	8	5	8	4	7	8	9	4	9	4.07630205263967	2.25853371033663	6.48929958854557	3.97201345871252	2.83864791487709	5.77320208543235	10.7503165605907	6.03304522205482	4.10914863544521	4.21216072673524	3.56913952105364	6.4427211820173	5.54215021733948	6.3135759271462	4.31580052195475	8.35677705452664
NBPF15	2	2	4	1	1	2	1	6	2	4	3	0	3	4	1	3	1.35876735087989	1.50568914022442	2.8841331504647	0.794402691742503	0.946215971625697	1.44330052135809	1.53575950865582	4.52478391654111	1.64365945417809	2.10608036336762	2.67685464079023	0	2.07830633150231	2.80603374539831	1.07895013048869	2.78559235150888
NBPF16	1	1	1	1	0	1	4	1	0	4	0	0	0	2	0	1	0.679383675439944	0.75284457011221	0.721033287616174	0.794402691742503	0	0.721650260679043	6.14303803462327	0.754130652756852	0	2.10608036336762	0	0	0	1.40301687269915	0	0.928530783836294
NBPF23	3	5	0	1	3	0	1	5	4	6	2	1	1	1	3	1	2.03815102631983	3.76422285056105	0	0.794402691742503	2.83864791487709	0	1.53575950865582	3.77065326378426	3.28731890835617	3.15912054505143	1.78456976052682	0.920388740288185	0.692768777167435	0.701508436349577	3.23685039146607	0.928530783836294
NBPF24	5	6	4	3	3	6	5	8	6	5	8	3	4	4	0	4	3.39691837719972	4.51706742067326	2.8841331504647	2.38320807522751	2.83864791487709	4.32990156407426	7.67879754327909	6.03304522205482	4.93097836253426	2.63260045420953	7.13827904210727	2.76116622086456	2.77107510866974	2.80603374539831	0	3.71412313534517
NBPF3	1	7	5	2	4	4	2	4	2	4	3	4	4	6	4	4	0.679383675439944	5.26991199078547	3.60516643808087	1.58880538348501	3.78486388650279	2.88660104271617	3.07151901731163	3.01652261102741	1.64365945417809	2.10608036336762	2.67685464079023	3.68155496115274	2.77107510866974	4.20905061809746	4.31580052195475	3.71412313534517
NBPF8	2	3	3	1	2	5	1	1	0	3	1	0	1	2	1	2	1.35876735087989	2.25853371033663	2.16309986284852	0.794402691742503	1.89243194325139	3.60825130339522	1.53575950865582	0.754130652756852	0	1.57956027252572	0.892284880263409	0	0.692768777167435	1.40301687269915	1.07895013048869	1.85706156767259
NBPF9	1	2	3	2	1	2	4	1	3	2	2	0	1	1	1	1	0.679383675439944	1.50568914022442	2.16309986284852	1.58880538348501	0.946215971625697	1.44330052135809	6.14303803462327	0.754130652756852	2.46548918126713	1.05304018168381	1.78456976052682	0	0.692768777167435	0.701508436349577	1.07895013048869	0.928530783836294
NBR1	51	34	42	37	26	25	12	35	30	64	32	30	32	37	39	31	34.6485674474372	25.5967153838151	30.2833980798793	29.3928995944726	24.6016152622681	18.0412565169761	18.4291141038698	26.3945728464898	24.6548918126713	33.6972858138819	28.5531161684291	27.6116622086456	22.1686008693579	25.9558121449344	42.0790550890589	28.7844542989251
NBR2	10	5	6	9	8	10	8	10	8	15	7	7	11	13	7	6	6.79383675439944	3.76422285056105	4.32619972569704	7.14962422568253	7.56972777300558	7.21650260679043	12.2860760692465	7.54130652756852	6.57463781671234	7.89780136262858	6.24599416184386	6.4427211820173	7.62045654884179	9.1196096725445	7.55265091342082	5.57118470301776
NCALD	2	2	4	1	4	2	1	0	0	5	1	4	5	1	1	2	1.35876735087989	1.50568914022442	2.8841331504647	0.794402691742503	3.78486388650279	1.44330052135809	1.53575950865582	0	0	2.63260045420953	0.892284880263409	3.68155496115274	3.46384388583718	0.701508436349577	1.07895013048869	1.85706156767259
NCAM2	0	0	1	2	1	0	0	2	2	0	0	0	1	1	2	1	0	0	0.721033287616174	1.58880538348501	0.946215971625697	0	0	1.5082613055137	1.64365945417809	0	0	0	0.692768777167435	0.701508436349577	2.15790026097738	0.928530783836294
NCAPD2	21	20	21	24	16	21	17	21	22	30	13	13	19	25	19	11	14.2670571842388	15.0568914022442	15.1416990399397	19.0656646018201	15.1394555460112	15.1546554742599	26.1079116471489	15.8367437078939	18.0802539959589	15.7956027252572	11.5997034434243	11.9650536237464	13.1626067661813	17.5377109087394	20.5000524792851	10.2138386221992
NCAPD3	6	13	10	6	7	10	9	7	10	8	7	10	12	6	9	5	4.07630205263967	9.78697941145873	7.21033287616174	4.76641615045502	6.62351180137988	7.21650260679043	13.8218355779024	5.27891456929797	8.21829727089043	4.21216072673524	6.24599416184386	9.20388740288185	8.31322532600922	4.20905061809746	9.7105511743982	4.64265391918147
NCAPG	1	0	3	0	0	1	0	0	2	0	0	1	0	0	1	0	0.679383675439944	0	2.16309986284852	0	0	0.721650260679043	0	0	1.64365945417809	0	0	0.920388740288185	0	0	1.07895013048869	0
NCAPG2	2	4	4	3	3	0	1	5	4	4	6	2	3	4	3	3	1.35876735087989	3.01137828044884	2.8841331504647	2.38320807522751	2.83864791487709	0	1.53575950865582	3.77065326378426	3.28731890835617	2.10608036336762	5.35370928158045	1.84077748057637	2.07830633150231	2.80603374539831	3.23685039146607	2.78559235150888
NCAPH2	1	1	1	1	1	1	2	2	2	2	3	2	2	1	1	2	0.679383675439944	0.75284457011221	0.721033287616174	0.794402691742503	0.946215971625697	0.721650260679043	3.07151901731163	1.5082613055137	1.64365945417809	1.05304018168381	2.67685464079023	1.84077748057637	1.38553755433487	0.701508436349577	1.07895013048869	1.85706156767259
NCBP1	27	29	16	13	20	17	14	24	27	20	11	17	17	20	6	17	18.3433592368785	21.8324925332541	11.5365326018588	10.3272349926525	18.9243194325139	12.2680544315437	21.5006331211814	18.0991356661645	22.1894026314042	10.5304018168381	9.8151336828975	15.6466085848992	11.7770692118464	14.0301687269915	6.47370078293213	15.785023325217
NCBP2	101	84	121	93	85	145	55	108	101	154	90	123	154	148	82	93	68.6177512194344	63.2389438894256	87.2450278015571	73.8794503320528	80.4283575881843	104.639287798461	84.4667729760699	81.4461104977401	83.0048024359934	81.0840939896534	80.3056392237068	113.207815055447	106.686391683785	103.823248579737	88.4739107000725	86.3533628967753
NCBP2-AS2	8	14	12	14	21	15	9	15	12	11	12	6	21	18	9	11	5.43506940351956	10.5398239815709	8.65239945139409	11.121637684395	19.8705354041396	10.8247539101856	13.8218355779024	11.3119597913528	9.86195672506852	5.79172099926096	10.7074185631609	5.52233244172911	14.5481443205161	12.6271518542924	9.7105511743982	10.2138386221992
NCCRP1	1	1	0	1	0	0	1	2	4	2	0	0	2	2	3	0	0.679383675439944	0.75284457011221	0	0.794402691742503	0	0	1.53575950865582	1.5082613055137	3.28731890835617	1.05304018168381	0	0	1.38553755433487	1.40301687269915	3.23685039146607	0
NCDN	0	2	4	0	6	2	2	6	5	5	4	3	2	4	1	2	0	1.50568914022442	2.8841331504647	0	5.67729582975418	1.44330052135809	3.07151901731163	4.52478391654111	4.10914863544521	2.63260045420953	3.56913952105364	2.76116622086456	1.38553755433487	2.80603374539831	1.07895013048869	1.85706156767259
NCEH1	5	2	4	6	3	3	0	4	3	6	1	3	7	3	0	6	3.39691837719972	1.50568914022442	2.8841331504647	4.76641615045502	2.83864791487709	2.16495078203713	0	3.01652261102741	2.46548918126713	3.15912054505143	0.892284880263409	2.76116622086456	4.84938144017205	2.10452530904873	0	5.57118470301776
NCF4	1	0	1	1	0	1	2	0	3	1	1	0	2	1	0	0	0.679383675439944	0	0.721033287616174	0.794402691742503	0	0.721650260679043	3.07151901731163	0	2.46548918126713	0.526520090841905	0.892284880263409	0	1.38553755433487	0.701508436349577	0	0
NCK1	41	40	46	42	47	34	8	37	41	59	32	38	43	46	26	31	27.8547306930377	30.1137828044884	33.167531230344	33.3649130531851	44.4721506664078	24.5361088630875	12.2860760692465	27.9028341520035	33.6950188106508	31.0646853596724	28.5531161684291	34.974772130951	29.7890574181997	32.2693880720806	28.0527033927059	28.7844542989251
NCK2	2	10	4	8	5	6	4	7	5	5	2	4	11	9	2	4	1.35876735087989	7.5284457011221	2.8841331504647	6.35522153394003	4.73107985812849	4.32990156407426	6.14303803462327	5.27891456929797	4.10914863544521	2.63260045420953	1.78456976052682	3.68155496115274	7.62045654884179	6.3135759271462	2.15790026097738	3.71412313534517
NCKAP1	86	81	76	51	60	63	36	85	67	89	65	46	50	85	45	53	58.4269960878352	60.980410179089	54.7985298588292	40.5145372788677	56.7729582975418	45.4639664227797	55.2873423116094	64.1011054843325	55.0625917149659	46.8602880849296	57.9985172171216	42.3378820532565	34.6384388583718	59.6282170897141	48.552755871991	49.2121315433236
NCKAP5	4	1	0	1	2	2	1	5	4	3	1	0	5	2	1	4	2.71753470175978	0.75284457011221	0	0.794402691742503	1.89243194325139	1.44330052135809	1.53575950865582	3.77065326378426	3.28731890835617	1.57956027252572	0.892284880263409	0	3.46384388583718	1.40301687269915	1.07895013048869	3.71412313534517
NCKAP5L	1	2	2	1	1	1	1	1	5	2	1	0	5	1	2	1	0.679383675439944	1.50568914022442	1.44206657523235	0.794402691742503	0.946215971625697	0.721650260679043	1.53575950865582	0.754130652756852	4.10914863544521	1.05304018168381	0.892284880263409	0	3.46384388583718	0.701508436349577	2.15790026097738	0.928530783836294
NCKIPSD	7	1	0	3	5	3	3	1	5	3	0	2	5	5	0	5	4.75568572807961	0.75284457011221	0	2.38320807522751	4.73107985812849	2.16495078203713	4.60727852596745	0.754130652756852	4.10914863544521	1.57956027252572	0	1.84077748057637	3.46384388583718	3.50754218174789	0	4.64265391918147
NCL	779	564	594	461	306	621	290	707	657	845	429	460	526	419	453	499	529.239883167717	424.604337543286	428.293772844007	366.219640893294	289.542087317463	448.144811881686	445.370257510187	533.170371499095	539.942130697501	444.90947676141	382.790213633002	423.378820532565	364.396376790071	293.932034830473	488.764409111376	463.336861134311
NCLN	4	11	8	4	6	4	5	6	9	4	4	4	7	8	8	5	2.71753470175978	8.28129027123431	5.76826630092939	3.17761076697001	5.67729582975418	2.88660104271617	7.67879754327909	4.52478391654111	7.39646754380139	2.10608036336762	3.56913952105364	3.68155496115274	4.84938144017205	5.61206749079662	8.63160104390951	4.64265391918147
NCMAP	15	3	4	3	6	3	7	5	8	4	4	6	7	8	3	3	10.1907551315992	2.25853371033663	2.8841331504647	2.38320807522751	5.67729582975418	2.16495078203713	10.7503165605907	3.77065326378426	6.57463781671234	2.10608036336762	3.56913952105364	5.52233244172911	4.84938144017205	5.61206749079662	3.23685039146607	2.78559235150888
NCOA1	16	21	18	20	12	15	7	18	12	16	13	11	11	10	7	8	10.8701388070391	15.8097359723564	12.9785991770911	15.8880538348501	11.3545916595084	10.8247539101856	10.7503165605907	13.5743517496233	9.86195672506852	8.42432145347048	11.5997034434243	10.12427614317	7.62045654884179	7.01508436349577	7.55265091342082	7.42824627069035
NCOA2	0	5	3	3	1	1	2	7	4	6	1	2	2	1	1	2	0	3.76422285056105	2.16309986284852	2.38320807522751	0.946215971625697	0.721650260679043	3.07151901731163	5.27891456929797	3.28731890835617	3.15912054505143	0.892284880263409	1.84077748057637	1.38553755433487	0.701508436349577	1.07895013048869	1.85706156767259
NCOA3	35	37	29	28	33	40	22	47	32	44	27	34	34	37	23	29	23.7784286403981	27.8552490941518	20.9099653408691	22.2432753687901	31.225127063648	28.8660104271617	33.786709190428	35.4441406795721	26.2985512668494	23.1668839970438	24.091691767112	31.2932171697983	23.5541384236928	25.9558121449344	24.8158530012398	26.9273927312525
NCOA4	149	122	133	130	100	118	55	110	118	178	88	109	136	118	99	88	101.228167640552	91.8470375536896	95.8974272529512	103.272349926525	94.6215971625697	85.1547307601271	84.4667729760699	82.9543718032538	96.9759077965071	93.7205761698591	78.52106946318	100.322372691412	94.2165536947712	82.7779954892501	106.81606291838	81.7107089775938
NCOA5	15	10	8	11	10	8	5	10	5	12	7	3	7	11	5	6	10.1907551315992	7.5284457011221	5.76826630092939	8.73842960916754	9.46215971625697	5.77320208543235	7.67879754327909	7.54130652756852	4.10914863544521	6.31824109010286	6.24599416184386	2.76116622086456	4.84938144017205	7.71659279984535	5.39475065244344	5.57118470301776
NCOA6	8	16	11	7	12	8	6	15	12	12	6	9	14	14	6	12	5.43506940351956	12.0455131217954	7.93136616377792	5.56081884219752	11.3545916595084	5.77320208543235	9.2145570519349	11.3119597913528	9.86195672506852	6.31824109010286	5.35370928158045	8.28349866259367	9.69876288034409	9.82111810889408	6.47370078293213	11.1423694060355
NCOA7	107	83	98	79	61	96	40	73	77	103	58	42	105	63	63	71	72.6940532720741	62.4860993193134	70.6612621863851	62.7578126476578	57.7191742691675	69.2784250251881	61.4303803462327	55.0515376512502	63.2808889858563	54.2315693567162	51.7525230552777	38.6563270921038	72.7407216025807	44.1950314900234	67.9738582207874	65.9256856523769
NCOR1	103	79	124	87	93	100	43	112	78	127	82	89	96	104	65	79	69.9765185703143	59.4747210388646	89.4081276644056	69.1130341815978	87.9980853611899	72.1650260679043	66.0376588722001	84.4626331087675	64.1027187129454	66.868051536922	73.1673601815995	81.9145978856485	66.5058026080738	72.956877380356	70.1317584817648	73.3539319230672
NCOR2	45	29	40	22	22	29	17	35	19	58	34	39	33	33	35	21	30.5722653947975	21.8324925332541	28.841331504647	17.4768592183351	20.8167513757653	20.9278575596923	26.1079116471489	26.3945728464898	15.6147648146918	30.5381652688305	30.3376859289559	35.8951608712392	22.8613696465254	23.149778399536	37.7632545671041	19.4991464605622
NCR3LG1	2	5	5	2	2	0	1	1	2	1	3	2	2	2	1	0	1.35876735087989	3.76422285056105	3.60516643808087	1.58880538348501	1.89243194325139	0	1.53575950865582	0.754130652756852	1.64365945417809	0.526520090841905	2.67685464079023	1.84077748057637	1.38553755433487	1.40301687269915	1.07895013048869	0
NCRNA00185	5	6	4	2	6	9	3	4	1	4	6	2	8	3	1	6	3.39691837719972	4.51706742067326	2.8841331504647	1.58880538348501	5.67729582975418	6.49485234611139	4.60727852596745	3.01652261102741	0.821829727089043	2.10608036336762	5.35370928158045	1.84077748057637	5.54215021733948	2.10452530904873	1.07895013048869	5.57118470301776
NCRUPAR	4	2	0	4	3	1	1	2	1	2	0	2	4	2	1	1	2.71753470175978	1.50568914022442	0	3.17761076697001	2.83864791487709	0.721650260679043	1.53575950865582	1.5082613055137	0.821829727089043	1.05304018168381	0	1.84077748057637	2.77107510866974	1.40301687269915	1.07895013048869	0.928530783836294
NCS1	20	10	16	12	6	4	8	12	8	27	7	6	11	10	4	14	13.5876735087989	7.5284457011221	11.5365326018588	9.53283230091004	5.67729582975418	2.88660104271617	12.2860760692465	9.04956783308223	6.57463781671234	14.2160424527314	6.24599416184386	5.52233244172911	7.62045654884179	7.01508436349577	4.31580052195475	12.9994309737081
NCSTN	92	62	106	92	106	120	40	95	89	145	78	82	114	118	72	74	62.5032981404749	46.676363346957	76.4295284873145	73.0850476403103	100.298892992324	86.5980312814852	61.4303803462327	71.642412011901	73.1428457109248	76.3454131720763	69.5982206605459	75.4718767036312	78.9756405970876	82.7779954892501	77.6844093951856	68.7112780038857
NDC1	4	11	12	8	7	8	2	3	8	7	7	9	8	8	3	6	2.71753470175978	8.28129027123431	8.65239945139409	6.35522153394003	6.62351180137988	5.77320208543235	3.07151901731163	2.26239195827056	6.57463781671234	3.68564063589334	6.24599416184386	8.28349866259367	5.54215021733948	5.61206749079662	3.23685039146607	5.57118470301776
NDC80	1	0	3	2	1	2	2	1	1	1	0	3	1	0	3	0	0.679383675439944	0	2.16309986284852	1.58880538348501	0.946215971625697	1.44330052135809	3.07151901731163	0.754130652756852	0.821829727089043	0.526520090841905	0	2.76116622086456	0.692768777167435	0	3.23685039146607	0
NDE1	11	9	8	7	9	6	6	11	8	11	5	8	8	7	4	7	7.47322042983939	6.77560113100989	5.76826630092939	5.56081884219752	8.51594374463128	4.32990156407426	9.2145570519349	8.29543718032538	6.57463781671234	5.79172099926096	4.46142440131704	7.36310992230548	5.54215021733948	4.91055905444704	4.31580052195475	6.49971548685406
NDEL1	24	20	29	24	17	36	7	28	26	42	23	25	30	31	17	21	16.3052082105587	15.0568914022442	20.9099653408691	19.0656646018201	16.0856715176369	25.9794093844456	10.7503165605907	21.1156582771919	21.3675729043151	22.11384381536	20.5225522460584	23.0097185072046	20.7830633150231	21.7467615268369	18.3421522183077	19.4991464605622
NDFIP1	36	34	42	41	34	32	13	39	33	48	37	34	34	48	15	24	24.457812315838	25.5967153838151	30.2833980798793	32.5705103614426	32.1713430352737	23.0928083417294	19.9648736125256	29.4110954575172	27.1203809939384	25.2729643604115	33.0145405697461	31.2932171697983	23.5541384236928	33.6724049447797	16.1842519573303	22.284738812071
NDFIP2	37	60	60	34	31	46	16	44	29	57	33	40	49	55	33	31	25.1371959912779	45.1706742067326	43.2619972569704	27.0096915192451	29.3326951203966	33.195911991236	24.5721521384931	33.1817487213015	23.8330620855822	30.0116451779886	29.4454010486925	36.8155496115274	33.9456700812043	38.5829639992267	35.6053543061267	28.7844542989251
NDN	20	23	17	10	20	9	7	23	17	33	17	15	22	16	9	8	13.5876735087989	17.3154251125808	12.257565889475	7.94402691742503	18.9243194325139	6.49485234611139	10.7503165605907	17.3450050134076	13.9711053605137	17.3751629977829	15.168842964478	13.8058311043228	15.2409130976836	11.2241349815932	9.7105511743982	7.42824627069035
NDNL2	9	11	9	8	9	16	7	11	8	21	3	9	10	12	7	10	6.1144530789595	8.28129027123431	6.48929958854557	6.35522153394003	8.51594374463128	11.5464041708647	10.7503165605907	8.29543718032538	6.57463781671234	11.05692190768	2.67685464079023	8.28349866259367	6.92768777167435	8.41810123619493	7.55265091342082	9.28530783836294
NDRG1	66	51	58	53	53	69	36	70	63	91	58	54	78	110	58	58	44.8393225790363	38.3950730757227	41.8199306817381	42.1033426623527	50.149446496162	49.793867986854	55.2873423116094	52.7891456929797	51.7752728066097	47.9133282666134	51.7525230552777	49.700991975562	54.03596461906	77.1659279984535	62.5791075683439	53.854785462505
NDRG2	0	0	1	0	2	0	0	1	0	2	0	0	1	1	0	2	0	0	0.721033287616174	0	1.89243194325139	0	0	0.754130652756852	0	1.05304018168381	0	0	0.692768777167435	0.701508436349577	0	1.85706156767259
NDRG3	36	28	43	40	35	32	26	42	31	46	25	40	54	37	37	20	24.457812315838	21.0796479631419	31.0044313674955	31.7761076697001	33.1175590068994	23.0928083417294	39.9297472250513	31.6734874157878	25.4767215397603	24.2199241787276	22.3071220065852	36.8155496115274	37.4095139670415	25.9558121449344	39.9211548280815	18.5706156767259
NDRG4	2	2	2	2	1	0	0	0	0	2	3	1	2	0	0	1	1.35876735087989	1.50568914022442	1.44206657523235	1.58880538348501	0.946215971625697	0	0	0	0	1.05304018168381	2.67685464079023	0.920388740288185	1.38553755433487	0	0	0.928530783836294
NDST1	8	2	5	2	8	9	2	5	7	12	5	3	4	12	4	9	5.43506940351956	1.50568914022442	3.60516643808087	1.58880538348501	7.56972777300558	6.49485234611139	3.07151901731163	3.77065326378426	5.7528080896233	6.31824109010286	4.46142440131704	2.76116622086456	2.77107510866974	8.41810123619493	4.31580052195475	8.35677705452664
NDST2	3	1	6	3	5	7	1	6	2	4	0	2	5	7	2	2	2.03815102631983	0.75284457011221	4.32619972569704	2.38320807522751	4.73107985812849	5.0515518247533	1.53575950865582	4.52478391654111	1.64365945417809	2.10608036336762	0	1.84077748057637	3.46384388583718	4.91055905444704	2.15790026097738	1.85706156767259
NDST3	2	1	3	2	2	1	0	2	2	1	1	0	3	0	0	0	1.35876735087989	0.75284457011221	2.16309986284852	1.58880538348501	1.89243194325139	0.721650260679043	0	1.5082613055137	1.64365945417809	0.526520090841905	0.892284880263409	0	2.07830633150231	0	0	0
NDUFA1	497	484	519	463	393	581	213	459	459	714	370	421	607	627	353	490	337.653686693652	364.37677193431	374.216276272794	367.808446276779	371.862876848899	419.278801454524	327.116775343689	346.145969615395	377.219844733871	375.93534486112	330.145405697461	387.483659661326	420.510647740633	439.845789591185	380.869396062507	454.980084079784
NDUFA10	35	28	31	21	20	26	10	29	20	38	22	28	40	31	24	22	23.7784286403981	21.0796479631419	22.3520319161014	16.6824565265926	18.9243194325139	18.7629067776551	15.3575950865582	21.8697889299487	16.4365945417809	20.0077634519924	19.630267365795	25.7708847280692	27.7107510866974	21.7467615268369	25.8948031317285	20.4276772443985
NDUFA11	653	549	652	481	498	622	270	559	543	841	474	483	740	691	459	524	443.637540062284	413.311668991603	470.113703525746	382.107694728144	471.215553869597	448.866462142365	414.655067337071	421.559034891081	446.25354180935	442.803396398042	422.943033244856	444.547761559193	512.648895103902	484.742329517558	495.238109894308	486.550130730218
NDUFA12	430	399	450	422	370	500	181	384	383	630	382	348	531	506	331	383	292.134980439176	300.384983474772	324.464979427278	335.237935915336	350.099909501508	360.825130339522	277.972471066703	289.586170658631	314.760785475103	331.7076572304	340.852824260622	320.295281620289	367.860220675908	354.963268792886	357.132493191756	355.6272902093
NDUFA13	725	711	828	692	667	898	318	667	634	1036	625	634	894	842	502	636	492.55316469396	535.272489349781	597.015562146192	549.726662685812	631.12605307434	648.041934089781	488.37152375255	503.005145388821	521.040046974453	545.474814112214	557.678050164631	583.526461342709	619.335286787687	590.670103406344	541.632965505322	590.545578519883
NDUFA2	360	340	425	386	321	440	153	387	353	583	350	303	516	448	296	369	244.57812315838	255.967153838151	306.439147236874	306.639439012606	303.735326891849	317.526114698779	234.97120482434	291.848562616902	290.105893662432	306.961212960831	312.299708092193	278.87778830732	357.468689018397	314.275779484611	319.369238624652	342.627859235592
NDUFA3	350	281	324	296	269	342	145	317	292	462	281	243	395	372	256	317	237.784286403981	211.549324201531	233.61478518764	235.143196755781	254.532096367313	246.804389152233	222.685128755094	239.059416923922	239.974280310001	243.25228196896	250.732051354018	223.654463890029	273.643666981137	260.961138322043	276.211233405104	294.344258476105
