Time	Species	Cell	State	Experiment	Dish	Plate	Well	ID
48	Human	A	SUN+ALE	7	19	1	F9	SUN+ALE.A.7.19.1.F9
48	Human	A	SUN+ALE	7	20	1	F10	SUN+ALE.A.7.20.1.F10
48	Human	A	SUN+ALE	8	14	1	G11	SUN+ALE.A.8.14.1.G11
